,Name,OBJECTID,ID_UC,Reserve.Type,Class,gov_level,year_created,Polygon_quality,Organization_group_name,ID_TI,ADR6,Population,State,Municipality,OpDam_ID,NEAR_DIST_OpDam_m,Dam_ID,NEAR_DIST_alldams,Sum_Area_km2,Never_forested_km2,Area_deforested_km2
645,RESERVA EXTRATIVISTA RIO PRETO-JACUND,229,777,Extractive Reserve,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,111775.5246,75,4791.808118,974.6027763,6.449446214,27.86536156
17,Area de protecao AMBIENTAL LAGO DE PEIXE/ANGICAL,230,1494,Enviornmental Protection Area,Sustainable Use,State,2002,Correct,Instituto Natureza do Tocantins,,,,,,36,0,56,0,705.8626993,705.8626994,
586,RESERVA EXTRATIVISTA AQUARIQUARA,231,754,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,178907.5226,75,77661.39383,184.1072888,3.809142748,17.8853516
563,RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA,232,1977,Sustainable Development Reserve,Sustainable Use,State,2006,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,312069.6852,6,312063.5226,2793.707266,87.46712876,129.5226904
201,FLORESTA ESTADUAL DE FARO,233,1035,Forest,Sustainable Use,State,2006,Approximate,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,0,185533.0114,6,185528.5585,6421.400292,53.25505878,23.21385371
24,Area de protecao AMBIENTAL LAGO DE PALMAS,234,1497,Enviornmental Protection Area,Sustainable Use,State,1999,Correct,Instituto Natureza do Tocantins,,,,,,28,29595.66497,46,29649.24285,607.6176453,596.4858689,
25,Area de protecao Ambiental Jalapao,235,1499,Enviornmental Protection Area,Sustainable Use,State,2000,Correct,Instituto Natureza do Tocantins,,,,,,28,180572.5549,21,23316.36207,1281.17441,1281.17445,
26,Area de protecao AMBIENTAL NASCENTES DO RIO PARAGUAI,236,1896,Enviornmental Protection Area,Sustainable Use,State,2006,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,59345.73866,48,59351.86813,654.2999695,636.9738377,13.08515027
613,RESERVA EXTRATIVISTA IP,237,749,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,136309.375,75,57143.15707,7.848903717,,1.569745474
624,RESERVA EXTRATIVISTA MARACATIARA,238,744,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,180848.5773,75,55459.18976,82.95150256,,10.75849637
569,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL DO JUMA,239,1573,Sustainable Development Reserve,Sustainable Use,State,2006,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,376829.9219,75,320496.2893,5749.649342,58.91669877,78.43991555
633,RESERVA EXTRATIVISTA MASSARANDUBA,240,751,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,181070.2008,75,64644.87122,59.08902194,,5.157866689
635,RESERVA EXTRATIVISTA MOGNO,241,747,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,157619.0159,75,45294.37734,23.12305564,,1.194326049
45,Area de protecao AMBIENTAL DO SALTO MAGESSI,242,478,Enviornmental Protection Area,Sustainable Use,State,2002,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,147967.6266,47,0,72.8688162,56.88168467,2.460115809
658,RESERVA PARTICULAR DO PATRIM NIO NATURAL CRISTALINO III,243,1924,Private Reservation of the Natural Heritage,Sustainable Use,State,2007,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,392773.1575,78,96958.49596,15.46573559,2.41549953,0.207184261
54,Area de protecao AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUM  A U-TARUMMIRIMA,244,995,Enviornmental Protection Area,Sustainable Use,State,1995,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,111317.1998,6,111315.0837,573.6801823,,126.7656645
55,Area de protecao AMBIENTAL NHAMUNDn,245,997,Enviornmental Protection Area,Sustainable Use,State,1990,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,3,235585.5548,11,157580.9801,2079.897253,719.0618919,39.43062291
564,RESERVA DE DESENVOLVIMENTO SUSTENTAVEL PURANGA CONQUISTA,246,3182,Sustainable Development Reserve,Sustainable Use,State,2014,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,123009.6384,6,123010.0102,882.3532255,,41.49809943
202,FLORESTA ESTADUAL DE IRIRI,247,1036,Forest,Sustainable Use,State,2006,Approximate,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,3,333286.117,15,221637.7579,4327.858987,,39.62881164
200,FLORESTA ESTADUAL CANUTAMA,248,1737,Forest,Sustainable Use,State,2009,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,45,259802.899,19,251252.3628,1485.45492,59.96506828,4.271216807
19,"Area de protecao AMBIENTAL LAGO DE SAO SALVADOR DO TOCANTINS, PARAN  E PALMEIR)POLIS",249,1492,Enviornmental Protection Area,Sustainable Use,State,2002,Correct,Instituto Natureza do Tocantins,,,,,,48,0,72,0,78.83334569,78.83334959,
41,Area de protecao AMBIENTAL BACIA DO RIO DE JANEIRO,250,305,Enviornmental Protection Area,Sustainable Use,State,1993,Correct,Secretaria do Meio Ambiente da Bahia,,,,,,36,228263.7258,55,111046.4865,0.392495562,0.03046921,
203,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO ARARAS,251,2059,Forest,Sustainable Use,State,1996,Correct,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,121240.8467,75,68812.81348,10.40296759,,7.984763305
651,RESERVA EXTRATIVISTA SERINGUEIRA,252,756,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,177750.0563,75,71730.74846,4.548425847,,0.629183598
27,AREA DE RELEVANTE INTERESSE ECOLOGICO JAPIIM PENTECOSTE,253,1983,Area of Relevant Ecological Interest,Sustainable Use,State,2009,Correct,Secretaria de Estado de Meio Ambiente do Acre,,,,,,23,899350.1118,20,729279.4775,249.8376391,,7.628027998
593,RESERVA EXTRATIVISTA CASTANHEIRA,254,753,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,154033.8515,75,63564.48228,92.41568194,,3.331467151
21,Area de protecao AMBIENTAL SERRA DO LAJEADO,255,1498,Enviornmental Protection Area,Sustainable Use,State,1997,Correct,Instituto Natureza do Tocantins,,,,,,28,1072.994357,46,1025.16726,1065.735522,1065.732526,
592,RESERVA EXTRATIVISTA CANUTAMA,256,1733,Extractive Reserve,Sustainable Use,State,2009,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,45,202728.5847,19,178761.4802,1941.986817,7.972155911,10.78930534
605,RESERVA EXTRATIVISTA DO RIO GREGiRIO,257,1506,Extractive Reserve,Sustainable Use,State,2007,Schematic,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,23,699727.6376,20,527477.4437,4143.724473,41.00235715,23.2018197
649,RESERVA EXTRATIVISTA ROXINHO,258,755,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,176016.0184,75,73034.06994,9.936220294,,0.790863416
213,FLORESTA ESTADUAL DO AMAPA,259,885,Forest,Sustainable Use,State,2006,Approximate,Secretaria de Estado do Meio Ambiente do Amapi,,,,,,16,301.4315591,13,0,25954.79479,175.488989,261.1105787
210,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO RIO VERMELHO (C),260,739,Forest,Sustainable Use,State,1990,Schematic,Secretaria de Estado do Desenvolvimento Ambiental de Rondania,,,,,,45,14775.13543,68,14785.66267,39.39432204,,11.13516573
611,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,261,463,Extractive Reserve,Sustainable Use,State,1996,Schematic,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,95838.02088,29,95852.36619,1320.871542,74.95623593,70.66089064
8,Area de protecao AMBIENTAL DAS REENTR NCIAS MARANHENSES,262,1885,Enviornmental Protection Area,Sustainable Use,State,1991,Approximate,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhao,,,,,,51,478364.3594,73,451538.061,11280.7253,583.559765,6932.954046
616,RESERVA EXTRATIVISTA JACI-PARANA,263,776,Extractive Reserve,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,23,34066.93548,39,34056.86697,1912.877503,,693.7840193
218,FLORESTA ESTADUAL MAoES,264,1003,Forest,Sustainable Use,State,2003,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,236275.4895,70,87431.18695,4548.077481,35.95865908,135.7176182
32,Area de protecao AMBIENTAL DO RIO MADEIRA,265,2065,Enviornmental Protection Area,Sustainable Use,State,1991,Correct,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,45,0,68,0,65.11272479,1.182644547,33.51075344
601,RESERVA EXTRATIVISTA DO GUARIBA,266,992,Extractive Reserve,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,170620.927,29,170631.2154,1427.921209,4.771271013,1.245458959
572,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL ALCOBAoA,267,1030,Sustainable Development Reserve,Sustainable Use,State,2002,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,3721.737756,80,3729.918238,227.5352546,,20.11677568
23,Area de protecao AMBIENTAL ILHA DO BANANAL/CANTAO,268,1501,Enviornmental Protection Area,Sustainable Use,State,1997,Correct,Instituto Natureza do Tocantins,,,,,,28,83605.36722,46,83607.04255,15017.97578,13174.5315,556.6723163
206,"FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MADEIRA """"B""""",269,758,Forest,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,45,22049.20947,68,22050.34772,457.2597184,0.414640231,39.04377603
9,Area de protecao AMBIENTAL DE ALGODOAL-MAIANDEUA,270,1024,Enviornmental Protection Area,Sustainable Use,State,1990,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,421876.3336,80,421873.9493,24.24758189,,4.954636204
46,Area de protecao AMBIENTAL DA CHAPADA DOS GUIMARiES,271,461,Enviornmental Protection Area,Sustainable Use,State,1995,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,25582.26491,24,300.8850754,2330.283307,1823.614252,315.4558717
574,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL DO RIO NEGRO,272,1730,Sustainable Development Reserve,Sustainable Use,State,2008,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,170120.9831,6,170119.3269,1054.651413,,69.78462914
576,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL DO UATUMa,273,990,Sustainable Development Reserve,Sustainable Use,State,2004,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,43476.11149,6,43465.95325,4372.592963,15.50984917,68.53644309
16,Area de protecao AMBIENTAL FOZ DO RIO SANTA TEREZA,274,1500,Enviornmental Protection Area,Sustainable Use,State,1997,Correct,Instituto Natureza do Tocantins,,,,,,36,29386.20554,56,29363.6574,471.0430801,471.0489076,
198,FLORESTA ESTADUAL APU,275,998,Forest,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,242043.702,32,215472.5847,1774.944437,67.86817025,6.131235715
20,Area de protecao AMBIENTAL PAYTUNA,276,1028,Enviornmental Protection Area,Sustainable Use,State,2001,Approximate,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,3,65480.27641,50,54435.77523,594.4246829,202.5041871,148.996395
636,RESERVA EXTRATIVISTA PEDRAS NEGRAS,277,773,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,40,229575.7873,64,229580.485,1178.959133,596.4788357,26.48562483
30,Area de protecao AMBIENTAL DO RIO CURIA,278,293,Enviornmental Protection Area,Sustainable Use,State,1998,Correct,Secretaria de Estado do Meio Ambiente do Amape,,,,,,16,68485.25324,31,68478.15017,233.4775747,179.0304926,16.52699308
216,FLORESTA ESTADUAL DO TROMBETAS,279,1037,Forest,Sustainable Use,State,2006,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,3,199022.3771,11,10329.86044,33409.56637,134.9149792,78.70496621
207,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO GAVIdO,280,761,Forest,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,121804.8694,75,53777.32691,4.15618399,,2.230940186
568,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL CANUMe,281,984,Sustainable Development Reserve,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,224163.3728,6,224153.4302,230.3296037,4.413474013,21.27957048
585,RESERVA EXTRATIVISTA ANGELIM,282,743,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,136781.2129,75,44270.5178,80.33648371,,8.910994523
211,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO TUCANO,283,760,Forest,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,122485.2749,75,81778.35361,4.886531551,,1.480221107
212,FLORESTA ESTADUAL DE TAPAUs,284,1731,Forest,Sustainable Use,State,2009,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,41,198084.1124,66,198090.0286,8691.129387,146.5352599,23.46815012
1,Area de protecao AMBIENTAL TRIUNFO DO XINGU,285,1039,Enviornmental Protection Area,Sustainable Use,State,2006,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,3,317758.9882,15,294143.4051,16544.35474,444.8229115,4735.428199
652,RESERVA EXTRATIVISTA SUCUPIRA,286,752,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,151174.0263,75,52967.75778,26.98860666,,0.789131902
2,Area de protecao AMBIENTAL - BAIXO RIO BRANCO,287,1927,Enviornmental Protection Area,Sustainable Use,State,2006,Correct,Fundacao Estadual do Meio Ambiente e Recursos Hidricos de Roraima,,,,,,0,225605.2485,59,174256.2096,16646.53185,5202.056852,61.82622896
659,RESERVA PARTICULAR DO PATRIMbNIO NATURAL POLEIRO GRANDE,288,2754,Private Reservation of the Natural Heritage,Sustainable Use,State,1998,Correct,Instituto de Meio Ambiente do Mato Grosso do Sul,,,,,,19,142090.143,36,142095.7984,0.957084974,,
594,RESERVA EXTRATIVISTA CATUe-IPIXUNA,289,991,Extractive Reserve,Sustainable Use,State,2003,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,45,518166.8258,19,499723.4249,2149.68845,6.739486671,135.3177796
6,Area de protecao AMBIENTAL DA REGInO DO MARACANa,290,1893,Enviornmental Protection Area,Sustainable Use,State,1991,Approximate,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhao,,,,,,5,558318.0995,73,484050.6146,22.52307367,,18.8687592
208,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO MUTUM,291,759,Forest,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,124661.5597,75,60550.92097,103.9098301,,67.02965323
609,RESERVA EXTRATIVISTA FREIJs,292,745,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,172040.0892,75,74168.31444,6.010064472,,0.74062225
566,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL AMANi,293,981,Sustainable Development Reserve,Sustainable Use,State,1998,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,371083.1936,59,367935.5579,23794.8482,97.10906384,103.2884259
4,Area de protecao AMBIENTAL DA ILHA DO COMBU,294,1027,Enviornmental Protection Area,Sustainable Use,State,1997,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,287432.865,80,287431.8892,15.67812169,,0.044587986
56,Area de protecao  AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURI -APUAUZINHO,295,996,Enviornmental Protection Area,Sustainable Use,State,1995,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,74434.63459,6,74436.41939,5872.707801,,147.6599185
641,RESERVA EXTRATIVISTA RIO CAUTARIO,296,775,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,23,277515.2442,39,277510.2783,1334.045885,293.7046445,22.81091785
567,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL ARIPUANt,297,982,Sustainable Development Reserve,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,150419.0527,29,150422.6144,2105.842299,0.658842025,1.478023522
18,Area de protecao AMBIENTAL LAGO DE SANTA ISABEL,298,1493,Enviornmental Protection Area,Sustainable Use,State,2002,Correct,Instituto Natureza do Tocantins,,,,,,5,95764.89171,67,176.9744357,183.2596372,,122.3567742
562,RESERVA DE DESENVOLVIMENTO SUSTENT VEL DO MATUPIRI,299,1735,Sustainable Development Reserve,Sustainable Use,State,2009,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,308609.5099,6,308603.4867,1772.461172,39.77832927,0.881284262
15,Area de protecao AMBIENTAL DO RIO PRETO,300,1016,Enviornmental Protection Area,Sustainable Use,State,2006,Correct,Secretaria do Meio Ambiente da Bahia,,,,,,28,267671.818,21,95497.92237,5.433858117,3.823447504,
565,RESERVA DE DESENVOLVIMENTO SUSTENTiVEL CUJUBIM,301,985,Sustainable Development Reserve,Sustainable Use,State,2003,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,23,540756.8875,20,378918.7117,24095.79895,,25.54951919
610,RESERVA EXTRATIVISTA GARROTE,302,757,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,179467.7456,75,69441.71142,8.284119176,,0.216467418
602,RESERVA EXTRATIVISTA DO ITAeBA,303,748,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,174311.3821,75,89607.29476,15.32062878,,0.831100541
11,Area de protecao AMBIENTAL DE UPAON-AtU / MIRITIBA / ALTO PREGUIuAS,304,1888,Enviornmental Protection Area,Sustainable Use,State,1992,Correct,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhao,,,,,,5,506540.2893,73,438772.8191,2801.339296,125.2985498,559.3635329
579,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL UACARr,305,989,Sustainable Development Reserve,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,23,477236.1192,20,344472.7197,6154.297057,,49.38820704
10,Area de protecao AMBIENTAL DE SAO GERALDO DO ARAGUAIA,306,1026,Enviornmental Protection Area,Sustainable Use,State,1996,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,5,105130.6746,67,6652.168838,263.5275906,80.07559891,138.188112
657,RESERVA PARTICULAR DO PATRIM NIO NATURAL CRISTALINO I,307,2045,Private Reservation of the Natural Heritage,Sustainable Use,State,2011,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,394939.226,78,97727.1777,23.44125067,0.003852988,1.483386801
637,RESERVA EXTRATIVISTA PIQUIi,308,746,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,171050.5866,75,76598.53855,12.22121555,,1.289109424
571,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL MAMIRAUt,309,986,Sustainable Development Reserve,Sustainable Use,State,1990,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,601932.3308,6,601937.5499,13616.7426,350.1032161,25.91824413
7,Area de protecao AMBIENTAL DAS NASCENTES DE ARAGUAINA,310,1491,Enviornmental Protection Area,Sustainable Use,State,1999,Correct,Instituto Natureza do Tocantins,,,,,,5,94092.21741,4,76446.3829,152.4195807,152.4153657,
660,RESERVA PARTICULAR DO PATRIMiNIO NATURAL FAZENDA LOANDA,311,2790,Private Reservation of the Natural Heritage,Sustainable Use,State,2011,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,26,171804.8899,52,22625.41788,4.78704269,,0.546598603
50,Area de protecao AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,312,993,Enviornmental Protection Area,Sustainable Use,State,1990,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,0,6,0,4243.792351,,398.9048618
43,Area de protecao AMBIENTAL DAS CABECEIRAS DO RIO CUIAB,313,453,Enviornmental Protection Area,Sustainable Use,State,1998,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,25382.73662,48,25381.59654,4373.408346,4138.415695,208.3765915
217,FLORESTA ESTADUAL MANICORe,314,1000,Forest,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,207410.8252,75,94780.25458,801.5894053,9.208848346,0.822844894
578,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL RIO AMAPa,315,988,Sustainable Development Reserve,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,41,368305.1883,75,339637.3368,2131.265682,64.75723521,2.169200824
577,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL PIAGAzU PURUS,316,987,Sustainable Development Reserve,Sustainable Use,State,2003,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,352138.3596,6,352137.7952,8040.096159,1185.979178,33.27249365
617,RESERVA EXTRATIVISTA JATOBi,317,750,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,169282.447,75,88822.31082,12.78629462,1.275081577,3.494988058
51,Area de protecao AMBIENTAL IGARAPi SAO FRANCISCO,318,940,Enviornmental Protection Area,Sustainable Use,State,2005,Approximate,Secretaria de Estado de Meio Ambiente do Acre,,,,,,23,341125.0885,20,214496.5713,286.2203054,,200.4247049
12,Area de protecao AMBIENTAL DO ARQUIPeLAGO DO MARAJo,319,1023,Enviornmental Protection Area,Sustainable Use,State,1989,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,16,88932.19178,31,88924.33667,47612.06105,16225.68504,1750.515445
644,RESERVA EXTRATIVISTA RIO PACAFS NOVOS,320,772,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,23,170765.3701,39,170764.2552,3267.625547,31.90825714,19.47392052
597,RESERVA EXTRATIVISTA CURRALINHO,321,771,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,23,347351.6485,39,347347.8776,15.59267998,,0.691099207
570,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL DO RIO IRATAPURU,322,292,Sustainable Development Reserve,Sustainable Use,State,1997,Correct,Secretaria de Estado do Meio Ambiente do Amape,,,,,,46,26201.14381,7,0,9341.527997,0.076076336,12.25765362
49,Area de protecao AMBIENTAL DA FAZENDINHA,323,886,Enviornmental Protection Area,Sustainable Use,State,2004,Correct,Secretaria de Estado do Meio Ambiente do Amape,,,,,,16,99631.79656,31,99625.05987,1.580550727,0.267341096,0.019195347
573,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL BARARATI,324,983,Sustainable Development Reserve,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,267806.707,32,204059.1224,1077.779746,9.492762588,3.548975482
215,FLORESTA ESTADUAL DO PARU,325,1038,Forest,Sustainable Use,State,2006,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,46,30109.17653,45,19394.79478,38274.69682,1182.764103,121.8482738
204,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO CEDRO,326,763,Forest,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondonia,,,,,,41,157682.0586,75,49454.75517,24.60011999,,2.50663752
14,Area de protecao AMBIENTAL DO LAGO DE TUCURUI,327,1029,Enviornmental Protection Area,Sustainable Use,State,2002,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,0,80,0,5728.374017,1.069783953,1799.704857
199,FLORESTA ESTADUAL ARIPUANa,328,999,Forest,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,150685.0491,29,150689.4732,3170.894631,4.062544977,2.194958348
3,Area de protecao AMBIENTAL DA BAIXADA MARANHENSE,329,1887,Enviornmental Protection Area,Sustainable Use,State,1991,Approximate,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhao,,,,,,5,392289.0512,73,313136.8214,17700.1658,5659.212118,8694.649628
220,FLORESTA ESTADUAL SUCUNDURI,330,1001,Forest,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,151673.761,29,151675.3409,4647.731099,30.96105811,2.342429349
98,Areoes,331,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Xavante,1,Nova Xavantina,832,MT,Agua Boa,34,372634.7404,79,109617.5024,1759.921532,934.167952,33.96178102
704,Sangradouro/Volta Grande,332,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,"Bororo, Xavante",3,C,858,MT,"General Carneiro, Novo Sao Joaquim, Poxor",19,184569.7522,2,38193.72024,1033.985171,972.6482104,0.135334877
707,Santana,333,,Indigenous Reserve,Indigenous Reserve,Tribal,1991,,Bakairi,4,Cuiab,183,MT,Nobres,34,74671.12155,47,59636.36907,331.6498147,295.9748846,2.653390935
514,Pequizal,334,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Nambikwara,6,Vilhena,45,MT,Nova Lacerda,17,127861.4452,44,124892.3066,90.59209442,3.885204942,9.370609221
128,Bom Jesus,335,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Makuxi,7,Boa Vista,200,RR,Bonfim,0,592617.5283,59,475886.5587,9.825743447,8.906815769,
742,Tapirap,336,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,Karaj,9,Sao F,467,MT,"Luciara, Santa Terezinha",28,253809.8397,34,239324.5948,723.3403957,325.281499,18.34987667
323,Karaj,337,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Karaji,10,Goi0nia,72,GO,Aruana,48,385277.5101,79,218134.4604,121.331039,86.4458655,5.069612535
320,Karaj,338,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Karaji,11,Goi0nia,0,GO,Aruana,48,382178.1659,79,217807.8849,121.331039,86.4458655,5.069612535
