OBJECTID,ID_UC0,Name,ID_WCMC2,class,type,gov_level,year_created,GID7,QUALIDAD8,ATO_LEGA9,DT_ULTIM10,CODIGO_U11,NOME_ORG12,Type,GID0,SIGLA1,OBS_AREA2,REV3,EM_REVIS4,CODAREAR5,ADR6,AREAETNO7,POPULANO8,GRUPOS9,UF10,MUNICSPI11,ETAPA12,SITUACAO13,TITULO14,DOCUMENT15,DATADOC16,EXTENSO17,TIPO18,CDOC19,FLUXO20,CODTI21,NOME_ARE22,NOME_TI23,CODAREA24,Near_OpDam_ID,NEAR_DIST_OpDam_m,NEAR_FID,NEAR_DIST
262,1885,1REA DE PROTE EO AMBIENTAL DAS REENTR NCIAS MARANHENSES, , rea de Prote Eo Ambiental,US,estadual,1991,4438,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Decreto no 11.901 de 11/06/1991,3/3/2011,0000.21.1885,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhdo,1,,,,,,,,,,,,,,,,,,,,,,,,,,51,478364.3594,73,451538.061
270,1024,1REA DE PROTE EO AMBIENTAL DE ALGODOAL-MAIANDEUA, , rea de Prote Eo Ambiental,US,estadual,1990,12173,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria,Lei ordinOria ng 5.621 de 06/12/1990,19/02/2016,0000.15.1024,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,1,,,,,,,,,,,,,,,,,,,,,,,,,,51,421876.3336,80,421873.9493
306,1026,1REA DE PROTE EO AMBIENTAL DE SbO GERALDO DO ARAGUAIA, , rea de Prote Eo Ambiental,US,estadual,1996,1803,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Lei ordinOria ng 5.983 de 26/07/1996,19/02/2016,0000.15.1026,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,105130.6746,67,6652.168838
304,1888,1REA DE PROTE EO AMBIENTAL DE UPAON-AtU / MIRITIBA / ALTO PREGUIuAS, , rea de Prote Eo Ambiental,US,estadual,1992,4448,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 12.428 de 12/06/1992,4/3/2011,0000.21.1888,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranh o,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,506540.2893,73,438772.8191
319,1023,1REA DE PROTE EO AMBIENTAL DO ARQUIPeLAGO DO MARAJo, , rea de Prote Eo Ambiental,US,estadual,1989,1805,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,ConstituiO o ni Art.13 r2s de 05/10/1989,21/09/2016,0000.15.1023,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,1,,,,,,,,,,,,,,,,,,,,,,,,,,16,88932.19178,31,88924.33667
227,1890,1REA DE PROTE EO AMBIENTAL DO ITAPIRACd, , rea de Prote Eo Ambiental,US,estadual,1997,4444,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Decreto no 15.618 de 26/06/1997,4/3/2011,0000.21.1890,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhdo,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,574573.9856,73,499788.0748
327,1029,1REA DE PROTE EO AMBIENTAL DO LAGO DE TUCURUI, , rea de Prote Eo Ambiental,US,estadual,2002,1809,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Lei ordinOria ng 6.451 de 11/04/2002,19/02/2016,0000.15.1029,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,1,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,80,0
300,1016,1REA DE PROTE EO AMBIENTAL DO RIO PRETO, , rea de Prote Eo Ambiental,US,estadual,2006,2026,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 10.019 de 06/06/2006,20/07/2012,0000.29.1016,Secretaria do Meio Ambiente da Bahia,1,,,,,,,,,,,,,,,,,,,,,,,,,,28,267671.818,21,95497.92237
274,1500,1REA DE PROTE EO AMBIENTAL FOZ DO RIO SANTA TEREZA, , rea de Prote Eo Ambiental,US,estadual,1997,1716,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria,Lei ordinOria ng 905 de 21/03/1997,27/07/2007,0000.17.1500,Instituto Natureza do Tocantins,1,,,,,,,,,,,,,,,,,,,,,,,,,,36,29386.20554,56,29363.6574
230,1494,1REA DE PROTE EO AMBIENTAL LAGO DE PEIXE/ANGICAL, , rea de Prote Eo Ambiental,US,estadual,2002,1713,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaaEo).,Decreto nO 1.444 de 20/03/2002,24/07/2007,0000.17.1494,Instituto Natureza do Tocantins,1,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,56,0
298,1493,1REA DE PROTE EO AMBIENTAL LAGO DE SANTA ISABEL,351904,3rea de Prote Eo Ambiental,US,estadual,2002,1714,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 1.558 de 06/09/2002,24/07/2007,0000.17.1493,Instituto Natureza do Tocantins,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,95764.89171,67,176.9744357
249,1492,"1REA DE PROTE EO AMBIENTAL LAGO DE SeO SALVADOR DO TOCANTINS, PARAN  E PALMEIR)POLIS", , rea de Prote Eo Ambiental,US,estadual,2002,1715,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaEIo).,Decreto nO 1.559 de 06/09/2002,23/07/2007,0000.17.1492,Instituto Natureza do Tocantins,1,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,72,0
276,1028,1REA DE PROTE EO AMBIENTAL PAYTUNA, , rea de Prote Eo Ambiental,US,estadual,2001,12182,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Lei ordinoria no 6.426 de 19/12/2001,19/02/2016,0000.15.1028,Instituto de Desenvolvimento Florestal e da Biodiversidade do Parn,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,65480.27641,50,54435.77523
255,1498,1REA DE PROTE EO AMBIENTAL SERRA DO LAJEADO,351911,3rea de Prote Eo Ambiental,US,estadual,1997,1720,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaEIo).,Lei ordinOria ng 906 de 21/05/1997,27/07/2007,0000.17.1498,Instituto Natureza do Tocantins,1,,,,,,,,,,,,,,,,,,,,,,,,,,28,1072.994357,46,1025.16726
268,1501,1REA DE PROTEDeO AMBIENTAL ILHA DO BANANAL/CANTdO,351900,3rea de ProteDeo Ambiental,US,estadual,1997,1717,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria,Lei ordinOria ng 907 de 21/05/1997,27/07/2007,0000.17.1501,Instituto Natureza do Tocantins,1,,,,,,,,,,,,,,,,,,,,,,,,,,28,83605.36722,46,83607.04255
234,1497,1REA DE PROTEDeO AMBIENTAL LAGO DE PALMAS, , rea de ProteDeo Ambiental,US,estadual,1999,1719,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaaEo).,Lei ordinOria ng 1.098 de 25/10/1999,27/07/2007,0000.17.1497,Instituto Natureza do Tocantins,1,,,,,,,,,,,,,,,,,,,,,,,,,,28,29595.66497,46,29649.24285
235,1499,1rea de Proteuro Ambiental Jalap1o, , rea de Proteuro Ambiental,US,estadual,2000,1718,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaaEo).,Lei ordinOria ng 1.172 de 08/08/2000,27/07/2007,0000.17.1499,Instituto Natureza do Tocantins,1,,,,,,,,,,,,,,,,,,,,,,,,,,28,180572.5549,21,23316.36207
236,1896,1REA DE PROTEurO AMBIENTAL NASCENTES DO RIO PARAGUAI, , rea de Proteuro Ambiental,US,estadual,2006,3797,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaaEo).,Decreto nO 7.596 de 17/05/2006,6/5/2010,0000.51.1896,Secretaria de Estado do Meio Ambiente de Mato Grosso,1,,,,,,,,,,,,,,,,,,,,,,,,,,34,59345.73866,48,59351.86813
253,1983,1REA DE RELEVANTE INTERESSE ECOLvGICO JAPIIM PENTECOSTE, , rea de Relevante Interesse Ecolvgico,US,estadual,2009,4836,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaEIo).,Decreto nO 4365 de 07/07/2009,28/04/2011,0000.12.1983,Secretaria de Estado de Meio Ambiente do Acre,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,899350.1118,20,729279.4775
278,293,2REA DE PROTE EO AMBIENTAL DO RIO CURIA , , rea de Prote Eo Ambiental,US,estadual,1998,1702,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria,Decreto nO 0431 de 15/09/1998,27/08/2007,0000.16.0293,Secretaria de Estado do Meio Ambiente do Amape,1,,,,,,,,,,,,,,,,,,,,,,,,,,16,68485.25324,31,68478.15017
265,2065,2REA DE PROTE EO AMBIENTAL DO RIO MADEIRA, , rea de Prote Eo Ambiental,US,estadual,1991,5350,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria,Decreto nO 5124 de 17/07/1991,22/08/2011,0000.11.2065,Secretaria de Estado do Desenvolvimento Ambiental de Rond nia,1,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,68,0
250,305,3REA DE PROTEurO AMBIENTAL BACIA DO RIO DE JANEIRO,351866,3rea de Proteuro Ambiental,US,estadual,1993,4858,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaEIo).,Decreto nO 2.185 de 07/11/1993,1/8/2012,0000.29.0305,Secretaria do Meio Ambiente da Bahia,1,,,,,,,,,,,,,,,,,,,,,,,,,,36,228263.7258,55,111046.4865
313,453,4REA DE PROTE EO AMBIENTAL DAS CABECEIRAS DO RIO CUIAB ,115768,1rea de Prote Eo Ambiental,US,estadual,1998,3789,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 2.206 de 23/04/1998,24/11/2011,0000.51.0453,Secretaria de Estado do Meio Ambiente de Mato Grosso,1,,,,,,,,,,,,,,,,,,,,,,,,,,34,25382.73662,48,25381.59654
242,478,4REA DE PROTE EO AMBIENTAL DO SALTO MAGESSI,351895,3rea de Prote Eo Ambiental,US,estadual,2002,3795,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaaEo).,Lei complementar no 7.871 de 20/12/2002,6/5/2010,0000.51.0478,Secretaria de Estado do Meio Ambiente de Mato Grosso,1,,,,,,,,,,,,,,,,,,,,,,,,,,34,147967.6266,47,0
271,461,4REA DE PROTEDeO AMBIENTAL DA CHAPADA DOS GUIMARiES,351878,3rea de ProteDeo Ambiental,US,estadual,1995,3791,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria,Decreto nO 0537 de 21/11/1995,28/11/2013,0000.51.0461,Secretaria de Estado do Meio Ambiente de Mato Grosso,1,,,,,,,,,,,,,,,,,,,,,,,,,,34,25582.26491,24,300.8850754
323,886,8REA DE PROTE EO AMBIENTAL DA FAZENDINHA, , rea de Prote Eo Ambiental,US,estadual,2004,2401,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Lei complementar no 0873 de 31/12/2004,2/10/2008,0000.16.0886,Secretaria de Estado do Meio Ambiente do Amape,1,,,,,,,,,,,,,,,,,,,,,,,,,,16,99631.79656,31,99625.05987
312,993,9REA DE PROTE EO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,33522,3rea de Prote Eo Ambiental,US,estadual,1990,3910,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 12836 de 09/03/1990,28/05/2010,0000.13.0993,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,0
318,940,9REA DE PROTE EO AMBIENTAL IGARAPi SnO FRANCISCO, , rea de Prote Eo Ambiental,US,estadual,2005,4670,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Decreto no 12310 de 27/06/2005,26/04/2011,0000.12.0940,Secretaria de Estado de Meio Ambiente do Acre,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,341125.0885,20,214496.5713
228,941,9REA DE PROTE EO AMBIENTAL LAGO DO AMAP , , rea de Prote Eo Ambiental,US,estadual,2005,4706,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaaEo).,Decreto nO 13.531 de 27/12/2005,27/04/2011,0000.12.0941,Secretaria de Estado de Meio Ambiente do Acre,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,345575.1989,20,221050.2263
226,994,9REA DE PROTE EO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMaES,352147,3rea de Prote Eo Ambiental,US,estadual,1995,3903,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaaEo).,Decreto nO 16.498 de 06/04/1995,17/08/2012,0000.13.0994,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,150986.5213,6,150982.4651
244,995,9REA DE PROTE EO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUM  A U-TARUM) MIRIMA,352145,3rea de Prote Eo Ambiental,US,estadual,1995,3919,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaRUo).,Decreto nO 16498 de 02/04/1995,28/05/2010,0000.13.0995,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,111317.1998,6,111315.0837
245,997,9REA DE PROTE EO AMBIENTAL NHAMUNDn,33524,3rea de Prote Eo Ambiental,US,estadual,1990,3535,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaRUo).,Decreto nO 12836 de 09/03/1990,15/02/2016,0000.13.0997,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,235585.5548,11,157580.9801
295,996,9REA DE PROTEDeO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURI -APUAUZINHO,352144,3rea de ProteDeo Ambiental,US,estadual,1995,3914,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 16498 de 02/04/1995,28/05/2010,0000.13.0996,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,74434.63459,6,74436.41939
275,998,FLORESTA ESTADUAL APU ,352155,Floresta,US,estadual,2005,2897,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria,Decreto nO 24.812 de 24/01/2005,4/2/2016,0000.13.0998,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,242043.702,32,215472.5847
328,999,FLORESTA ESTADUAL ARIPUANn,352150,Floresta,US,estadual,2005,3767,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 24807 de 19/01/2005,5/2/2016,0000.13.0999,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,150685.0491,29,150689.4732
248,1737,FLORESTA ESTADUAL CANUTAMA, ,Floresta,US,estadual,2009,4620,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaaso).,Decreto nO 28.422 de 30/03/2009,5/2/2016,0000.13.1737,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,45,259802.899,19,251252.3628
233,1035,FLORESTA ESTADUAL DE FARO, ,Floresta,US,estadual,2006,12179,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Decreto no 2605 de 07/12/2006,19/02/2016,0000.15.1035,Instituto de Desenvolvimento Florestal e da Biodiversidade do Parn,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,185533.0114,6,185528.5585
247,1036,FLORESTA ESTADUAL DE IRIRI, ,Floresta,US,estadual,2006,1725,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Decreto no 2606 de 07/12/2006,28/12/2007,0000.15.1036,Instituto de Desenvolvimento Florestal e da Biodiversidade do Parn,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,333286.117,15,221637.7579
251,2059,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO ARARAS, ,Floresta,US,estadual,1996,5248,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaEIo).,Decreto nO 7605 de 10/10/1996,14/07/2011,0000.11.2059,Secretaria de Estado do Desenvolvimento Ambiental de Rond nia,1,,,,,,,,,,,,,,,,,,,,,,,,,,41,121240.8467,75,68812.81348
326,763,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO CEDRO, ,Floresta,US,estadual,1996,4776,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Decreto no 7601 de 11/10/1996,8/6/2011,0000.11.0763,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,1,,,,,,,,,,,,,,,,,,,,,,,,,,41,157682.0586,75,49454.75517
221,740,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MACHADO,33708,Floresta,US,estadual,1990,4930,Esquematico (O poligono D uma representaDOo esquemMtica da dimensao da unidade).,Decreto nc 4571 de 28/03/1990,22/09/2011,0000.11.0740,Secretaria de Estado do Desenvolvimento Ambiental de Rondania,1,,,,,,,,,,,,,,,,,,,,,,,,,,41,96568.86261,75,5109.896403
269,758,"FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MADEIRA """"B""""",41089,Floresta,US,estadual,1996,4920,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Decreto no 7600 de 11/10/1996,22/08/2011,0000.11.0758,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,1,,,,,,,,,,,,,,,,,,,,,,,,,,45,22049.20947,68,22050.34772
280,761,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO GAVIdO, ,Floresta,US,estadual,1996,4782,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Decreto no 7604 de 11/10/1996,13/06/2011,0000.11.0761,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,1,,,,,,,,,,,,,,,,,,,,,,,,,,41,121804.8694,75,53777.32691
291,759,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO MUTUM, ,Floresta,US,estadual,1996,4784,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Decreto no 7602 de 11/10/1996,13/06/2011,0000.11.0759,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,1,,,,,,,,,,,,,,,,,,,,,,,,,,41,124661.5597,75,60550.92097
224,778,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO PERIQUITO,352176,Floresta,US,estadual,1996,4721,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Decreto no 7606 de 11/10/1996,13/06/2011,0000.11.0778,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,1,,,,,,,,,,,,,,,,,,,,,,,,,,41,116540.4471,75,61582.01875
260,739,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO RIO VERMELHO (C),33705,Floresta,US,estadual,1990,4928,Esquematico (O poligono D uma representaDOo esquemMtica da dimensno da unidade).,Decreto nc 4567 de 28/03/1990,13/06/2011,0000.11.0739,Secretaria de Estado do Desenvolvimento Ambiental de Rondania,1,,,,,,,,,,,,,,,,,,,,,,,,,,45,14775.13543,68,14785.66267
283,760,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO TUCANO,352179,Floresta,US,estadual,1996,4771,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Decreto no 7603 de 11/10/1996,13/06/2011,0000.11.0760,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,1,,,,,,,,,,,,,,,,,,,,,,,,,,41,122485.2749,75,81778.35361
284,1731,FLORESTA ESTADUAL DE TAPAUs, ,Floresta,US,estadual,2009,4622,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria So).,Decreto nO 28.419 de 30/03/2009,5/2/2016,0000.13.1731,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,41,198084.1124,66,198090.0286
259,885,FLORESTA ESTADUAL DO AMAPr, ,Floresta,US,estadual,2006,5236,Aproximado (O poligono representa uma estimativa dos limites da unidade).,Lei ordinoria no 1028 de 12/07/2006,15/06/2011,0000.16.0885,Secretaria de Estado do Meio Ambiente do Amapi,1,,,,,,,,,,,,,,,,,,,,,,,,,,16,301.4315591,13,0
219,1754,FLORESTA ESTADUAL DO ARAGUAIA, ,Floresta,US,estadual,2002,2983,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria34o).,Decreto nO 5.630 de 07/08/2002,6/8/2009,0000.52.1754,Secretaria Estadual do Meio Ambiente e dos Recursos Hodricos de Goi s,1,,,,,,,,,,,,,,,,,,,,,,,,,,36,247191.745,56,247256.07
325,1038,FLORESTA ESTADUAL DO PARU, ,Floresta,US,estadual,2006,1791,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 2.608 de 07/12/2006,19/02/2016,0000.15.1038,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,1,,,,,,,,,,,,,,,,,,,,,,,,,,46,30109.17653,45,19394.79478
279,1037,FLORESTA ESTADUAL DO TROMBETAS, ,Floresta,US,estadual,2006,1792,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria So).,Decreto nO 2.607 de 07/12/2006,19/02/2016,0000.15.1037,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,199022.3771,11,10329.86044
314,1000,FLORESTA ESTADUAL MANICORe,352153,Floresta,US,estadual,2005,3779,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 24806 de 19/01/2005,5/2/2016,0000.13.1000,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,207410.8252,75,94780.25458
264,1003,FLORESTA ESTADUAL MAoES,352141,Floresta,US,estadual,2003,947,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria,Decreto nO 23540 de 21/07/2003,5/2/2016,0000.13.1003,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,236275.4895,70,87431.18695
225,1002,FLORESTA ESTADUAL RIO URUBU,352143,Floresta,US,estadual,2003,946,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaado).,Decreto nO 23993 de 22/12/2003,5/2/2016,0000.13.1002,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,46802.39978,6,46799.65199
330,1001,FLORESTA ESTADUAL SUCUNDURI,352156,Floresta,US,estadual,2005,3769,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 24808 de 20/01/2005,5/2/2016,0000.13.1001,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,151673.761,29,151675.3409
299,1735,RESERVA DE DESENVOLVIMENTO SUSTENT VEL DO MATUPIRI, ,Reserva de Desenvolvimento Sustent vel,US,estadual,2009,4629,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 28.423 de 30/03/2009,15/02/2016,0000.13.1735,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,308609.5099,6,308603.4867
232,1977,RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA, ,Reserva de Desenvolvimento SustentAvel,US,estadual,2006,4618,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaaEo).,Decreto nO 26.009 de 03/07/2006,5/2/2016,0000.13.1977,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,312069.6852,6,312063.5226
246,3182,RESERVA DE DESENVOLVIMENTO SUSTENTAVEL PURANGA CONQUISTA, ,Reserva de Desenvolvimento SustentAvel,US,estadual,2014,11715,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaRUo).,Decreto nO 4.015 de 24/03/2014,22/02/2016,0000.13.3182,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,123009.6384,6,123010.0102
301,985,RESERVA DE DESENVOLVIMENTO SUSTENTiVEL CUJUBIM,352139,Reserva de Desenvolvimento Sustentivel,US,estadual,2003,929,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 23724 de 08/09/2003,15/02/2016,0000.13.0985,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,540756.8875,20,378918.7117
293,981,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL AMANi,352134,Reserva de Desenvolvimento Sustentmvel,US,estadual,1998,925,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaado).,Decreto nO 19021 de 06/08/1998,25/02/2016,0000.13.0981,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,371083.1936,59,367935.5579
297,982,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL ARIPUANt,352150,Reserva de Desenvolvimento Sustentmvel,US,estadual,2005,3771,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 24811 de 21/01/2005,15/02/2016,0000.13.0982,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,150419.0527,29,150422.6144
281,984,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL CANUMe,352142,Reserva de Desenvolvimento Sustentmvel,US,estadual,2005,928,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria So).,Decreto nO 25026 de 23/05/2005,15/02/2016,0000.13.0984,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,224163.3728,6,224153.4302
239,1573,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL DO JUMA, ,Reserva de Desenvolvimento Sustentmvel,US,estadual,2006,3870,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaaEo).,Decreto nO 26010 de 03/07/2006,15/02/2016,0000.13.1573,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,376829.9219,75,320496.2893
322,292,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL DO RIO IRATAPURU, ,Reserva de Desenvolvimento Sustentmvel,US,estadual,1997,1606,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Lei ordinOria ng 0392 de 11/12/1997,29/03/2016,0000.16.0292,Secretaria de Estado do Meio Ambiente do Amape,1,,,,,,,,,,,,,,,,,,,,,,,,,,46,26201.14381,7,0
309,986,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL MAMIRAUt,19769,Reserva de Desenvolvimento Sustentmvel,US,estadual,1990,3885,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 12836 de 09/03/1990,15/02/2016,0000.13.0986,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,601932.3308,6,601937.5499
267,1030,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL ALCOBAoA, ,Reserva de Desenvolvimento Sustentnvel,US,estadual,2002,1799,Correto (O poligono corresponde ao memorial descritivo do ato legal de cria,Lei ordinOria ng 6.451 de 11/04/2002,19/02/2016,0000.15.1030,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,1,,,,,,,,,,,,,,,,,,,,,,,,,,51,3721.737756,80,3729.918238
324,983,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL BARARATI,352154,Reserva de Desenvolvimento Sustentnvel,US,estadual,2005,3773,Correto (O poligono corresponde ao memorial descritivo do ato legal de criaINo).,Decreto nO 24.813 de 25/01/2005,15/02/2016,0000.13.0983,Secretaria de Estado do Meio Ambiente do Amazonas,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,267806.707,32,204059.1224
