OBJECTID,ID_UC0,Name,ID_WCMC2,class,type,gov_level,year_created,GID7,QUALIDAD8,ATO_LEGA9,DT_ULTIM10,CODIGO_U11,NOME_ORG12,Type,GID0,SIGLA1,OBS_AREA2,REV3,EM_REVIS4,CODAREAR5,ADR6,AREAETNO7,POPULANO8,GRUPOS9,UF10,MUNICSPI11,ETAPA12,SITUACAO13,TITULO14,DOCUMENT15,DATADOC16,EXTENSO17,TIPO18,CDOC19,FLUXO20,CODTI21,NOME_ARE22,NOME_TI23,CODAREA24,Near_OpDam_ID,NEAR_DIST_OpDam_m,NEAR_FID,NEAR_DIST
710,,,,,,,,,,,,,,0,578,TI, ,0,0,0,Rio Branco,II,0,Apurina,AM,Pauini,Planejamento,Em estudo,Inclusao da terra na lista,Memorando DAF - Inclusao no BD,2/4/2004,Principal,1,XXX,10,54700,Mamorip,Mamorip,54701,23,306612.2379,20,166788.1952
721,,,,,,,,,,,,,,0,589,TI, ,0,0,0,Rio Branco,XV,92,Machineri,AC,"Assis Brasil, Sena Madureira",Estudos complementares,Em estudo,"Portaria nm 1073, de 14 de novembro de 2003",Portaria FUNAI - Cria GT,11/14/2003,Principal,1,Port GT,40,62700,Manchineri do Seringal Guanabara,Manchineri do Seringal Guanabara,62701,23,543739.9493,20,407902.2783
383,,,,,,,,,,,,,,0,89,TI, ,0,0,0,Boa Vista,XI,240,Makuxi,RR,Alto Alegre,Concluldo,Regularizada,Certidao 019,Registro SPU,12/1/1995,Principal,1,Reg SPU,380,26300,Mangueira,Mangueira,26301,0,609156.1407,59,495825.7155
384,,,,,,,,,,,,,,0,90,TI, ,0,0,0,Boa Vista,XI,599,"Makuxi, Wapixana",RR,Bonfim,Conclu,Regularizada,Certidao 014,Registro SPU,11/29/1995,Principal,1,Reg SPU,380,26500,Manoa/Pium,Manoa/Pium,26501,0,532184.6415,59,415239.3314
593,,,,,,,,,,,,,,0,401,TI, ,0,0,0,Manaus,XIII,97,Cayxana,AM,"Fonte Boa, Japurm, Tonantins",Demarcaoao fasica,Declarada,Contrato n  293/2007,Contrato para demarcanao,12/31/2007,Principal,1,Contr Dem,270,26600,Mapari,Mapari,26601,45,800654.0299,19,717904.0817
413,,,,,,,,,,,,,,0,133,TI, ,0,0,0,Manaus,XII,124,"Kanamari, Maki",AM,"Maraa, Santa Isabel do Rio Negro",Conclu do,Regularizada,Certidao 009,Registro SPU,7/11/2000,Principal,1,Reg SPU,380,26700,Maraa Urubaxi,Maraa Urubaxi,26701,0,649190.682,59,637423.2026
643,,,,,,,,,,,,,,0,511,TI, ,0,0,0, ,I,0,Temb2,PA,"Aurora do ParG, Santa Maria do Pare, Tom)-Aiu",Anrlise da delimitatao,Em estudo,Relattrio circunstanciado de identificamao e delimita ao da terra indegena Tembr do Maracaxi,Relattrio do GT (Antropdlogo Coordenador), ,Principal,1,Rel GT,110,65400,Maracaxi,Maracaxi,65401,51,244217.4975,80,244211.4217
633,,,,,,,,,,,,,,0,466,TI, ,0,0,0,Tabatinga,XIII,0,Tikuna,AM,Amatur,Conclu,Regularizada,Certidao nd 008,Registro SPU,4/5/2010,Principal,1,Reg SPU,380,26800,MaraitU,MaraitU,26801,23,770421.9867,20,646632.8802
452,,,,,,,,,,,,,,0,181,TI, ,0,0,0,C,I,700,Xavante,MT,"Alto Boa Vista, Bom Jesus do Araguaia, Sao Fclix do Araguaia",Concluodo,Regularizada,Certidao 083,Registro SPU,9/8/1999,Principal,1,Reg SPU,380,26900,Maraiwatsede,Maraiwatsede,26901,36,330774.4733,34,327457.2648
426,,,,,,,,,,,,,,0,146,TI, ,0,0,0,Manaus,XIII,267,Mayoruna,AM,Alvaraes,Concluedo,Regularizada,Certidao 005,Registro SPU,5/14/1997,Principal,1,Reg SPU,380,27000,Marajai,Marajai,27001,0,610191.0385,19,600689.9013
638,,,,,,,,,,,,,,0,472,TI,"Composta de 3 glebas: gleba 1 com 175ha/PA, Gleba 2 (Ilha) com 209ha/TO e Gleba 3 (Ilha) com 5ha/TO.oeira",0,0,0,Sao Fslix do Araguaia,I,31,Karajs,"PA, TO","Araguacema, Santa Maria das Barreiras",Conclucdo,Regularizada,Certidao nd 02,Registro SPU,10/2/2009,Principal,1,Reg SPU,380,27100,Maranduba,Maranduba,27101,28,174215.5277,46,174231.2377
469,,,,,,,,,,,,,,0,201,TI, ,0,0,0,C,I,376,Xavante,MT,Paranatinga,Conclutdo,Regularizada,Certidao 072,Registro SPU,10/30/1997,Principal,1,Reg SPU,380,27200,Marechal Rondon,Marechal Rondon,27201,34,199728.8973,47,130024.8585
470,,,,,,,,,,,,,,0,203,TI, ,0,0,0,Porto Velho,XVI,0,Isolados,RO,"Alta Floresta d'Oeste, Sao Francisco do Guapora",Concluldo,Regularizada,Certidao 086,Registro SPU,9/15/1999,Principal,1,Reg SPU,380,27700,Massaco,Massaco,27701,40,168116.7059,64,168124.256
779,,,,,,,,,,,,,,0,708,TI, ,0,0,0,Tabatinga,XIII,146,Tikuna,AM,Santo Ant,"Processo de homologa,ao",Declarada,Memorando n  174/CGDP/2009,Memo/CGD - Libera pePas t9cnicas,9/22/2009,Principal,1,Memora Dem,305,28100,Matintin,Matintin,28101,23,812185.6524,20,688437.1931
439,,,,,,,,,,,,,,0,159,TI, ,0,0,0,Manaus,XIII,207,Kanamari,AM,"Eirunepi, Jutas",Conclupdo,Regularizada,Certidao nd 25,Registro SPU,4/29/2004,Principal,1,Reg SPU,380,28200,Mawetek,Mawetek,28201,23,644142.237,20,473276.8316
557,,,,,,,,,,,,,,0,344,TI, ,0,1,28802,TangarR da Serra,XVII,72,Menku,MT,Brasnorte,Conclurdo,Regularizada,Certidao s/n,Registro SPU,8/26/1987,Principal,1,Reg SPU,380,28800,Menk0,Menk0,28801,4,235668.5115,63,72948.64728
694,,,,,,,,,,,,,,0,562,TI, ,2,0,0,Tangaro da Serra,XVII,72,Menku,MT,Brasnorte,Analise da delimitatao,Em estudo,Relattrio Circunstanciado de Revisao da Terra Indmgena Menku (Myky),Relattrio do GT (Antropdlogo Coordenador),12/5/2008,Revisao,2,Rel GT,110,28800,Menk0,Menk0,28802,4,242248.698,63,68607.99704
608,,,,,,,,,,,,,,0,422,TI, ,0,0,0,Col,VIII,626,MenkrangnotI,"MT, PA","Altamira, Matupa, Peixoto de Azevedo, Sao FIlix do Xingu",Conclurdo,Regularizada,Certidao 005,Registro SPU,7/5/1994,Principal,1,Reg SPU,380,28700,Menkragnoti,Menkragnoti,28701,28,402369.2367,74,249486.6868
427,,,,,,,,,,,,,,0,147,TI, ,0,0,0,Manaus,XIII,75,Miranha,AM,Alvaraes,Concluedo,Regularizada,Certidao 011,Registro SPU,11/27/1995,Principal,1,Reg SPU,380,28900,Meria,Meria,28901,0,614459.4819,19,597016.9867
619,,,,,,,,,,,,,,0,434,TI, ,0,0,0,C,XVII,524,Bororo,MT,"Barra do Gar as, General Carneiro",Concluddo,Regularizada,Certidao s/n,Registro SPU,11/6/1987,Principal,1,Reg SPU,380,29000,Merure,Merure,29001,19,233812.4495,79,17118.36875
432,,,,,,,,,,,,,,0,152,TI, ,0,0,0,Manaus,X,247,Mura,AM,Autazes,Conclusdo,Regularizada,Certidao nd 10,Registro SPU,5/20/2002,Principal,1,Reg SPU,380,29100,Miguel/Josefa,Miguel/Josefa,29101,0,210209.0734,6,210199.7613
535,,,,,,,,,,,,,,0,312,TI, ,0,0,0,Manaus,XIII,293,Miranha,AM,Uarini,Conclu,Regularizada,Certidao nd 37,Registro SPU,11/12/2004,Principal,1,Reg SPU,380,29200,Miratu,Miratu,29201,0,643570.631,19,610223.5504
649,,,,,,,,,,,,,,0,517,TI, ,0,0,0,Itaituba,XV,0,Arapiun,PA,Santarnm,Planejamento,Em estudo,Memorando,Memorando DAF - Inclusao no BD, ,Principal,1,XXX,10,60900,Mirixipi,Mirixipi,60901,3,101714.7529,28,101727.2345
714,,,,,,,,,,,,,,0,582,TI, ,0,0,0,Rio Branco,IV,178,"Apurina, Jamamadi",AM,Boca do Acre,Planejamento,Em estudo,Inclusao da terra na lista,Memorando DAF - Inclusao no BD,2/4/2004,Principal,1,XXX,10,16700,Monte/Primavera/Goiaba,Monte/Primavera/Goiaba,16701,23,261554.5892,20,91579.20429
488,,,,,,,,,,,,,,0,232,TI, ,0,0,0,Sao Lurs,VII,136,Guajajara,MA,Grajaj,Conclu,Regularizada,Certidao 01,Registro SPU,2/29/1984,Principal,1,Reg SPU,380,29500,Morro Branco,Morro Branco,29501,5,173159.5221,73,152013.7005
482,,,,,,,,,,,,,,0,223,TI, ,0,0,0,Boa Vista,XI,272,Wapixana,RR,Bonfim,Conclu,Regularizada,Certidao nd 43,Registro SPU,9/26/2005,Principal,1,Reg SPU,380,29700,Moskow,Moskow,29701,0,511027.2654,59,394098.8511
597,,,,,,,,,,,,,,0,405,TI, ,0,0,0,Itaituba,X,4106,Munduruku,PA,Jacareacanga,Concluado,Regularizada,Certidao nd 10,Registro SPU,6/4/2004,Principal,1,Reg SPU,380,29800,Munduruku,Munduruku,29801,4,274641.6939,32,64141.25172
789,,,,,,,,,,,,,,0,724,TI, ,0,0,0,Itaituba,X,0,Munduruku,PA,Belterra,Contradit,Delimitada,Despacho n,Despacho e Resumo publicados,10/29/2009,Principal,1,Desp Res,140,58000,Munduruku-Taquara,Munduruku-Taquara,58001,3,85862.41437,28,85863.58295
666,,,,,,,,,,,,,,0,534,TI, ,0,0,0,Manaus,X,31,Mura,AM,Autazes,Antlise da delimitaiao,Em estudo,Relattrio de IdentificaTao e Delimita0ao da Terra Indagena Muratuba,Relattrio do GT (AntropTlogo Coordenador),12/8/2008,Principal,1,Rel GT,110,29900,Muratuba,Muratuba,29901,0,210293.5255,6,210285.6996
743,,,,,,,,,,,,,,0,617,TI, ,0,0,0,Itaituba,II,0,Tupinamb,PA,Santarmm,Planejamento,Em estudo,Inclusao da terra na lista,Memorando DAF - Inclusao no BD,2/4/2004,Principal,1,XXX,10,57400,Muratuba do Par ,Muratuba do Par ,57401,3,67657.13038,28,67666.0899
483,,,,,,,,,,,,,,0,224,TI, ,0,0,0,Boa Vista,XI,20,Wapixana,RR,"Bonfim, Cant","Conclu,do",Regularizada,Certidao s/n,Registro SPU,7/15/2008,Principal,1,Reg SPU,380,30000,Muriru,Muriru,30001,0,497661.8486,59,380788.5193
661,,,,,,,,,,,,,,0,529,TI, ,0,0,0,Manaus,X,572,Mura,AM,Autazes,Antlise da delimitaiao,Em estudo,Relattrio de IdentificaTao e Delimita0ao da Terra Indagena Murutinga,Relattrio do GT (AntropTlogo Coordenador),12/8/2008,Principal,1,Rel GT,110,30100,Murutinga,Murutinga,30101,0,159799.2989,6,159790.2925
455,,,,,,,,,,,,,,0,185,TI, ,0,0,0,Vilhena,XVII,220,Nambikwara,MT,Comodoro,Conclurdo,Regularizada,Certidao S/N,Registro SPU,10/28/1987,Principal,1,Reg SPU,380,30200,Nambikwara,Nambikwara,30201,40,122368.7891,22,23509.74082
430,,,,,,,,,,,,,,0,150,TI, ,0,0,0,Manaus,X,97,Mura,AM,Autazes,Conclusdo,Regularizada,Certidao 012,Registro SPU,6/16/1997,Principal,1,Reg SPU,380,30400,Natal/Felicidade,Natal/Felicidade,30401,0,183853.3242,6,183844.0716
723,,,,,,,,,,,,,,0,591,TI, ,0,0,0,Rio Branco,XV,0,Nau ,AC,MCncio Lima,Annlise da delimitaiao,Em estudo,Relattrio de Identificaaao e Delimitaeao da Terra Indagena Naui,Relattrio do GT (Antropalogo Coordenador),6/20/2005,Principal,1,Rel GT,110,56600,Nau0,Nau0,56601,23,982370.0128,20,812470.5584
425,,,,,,,,,,,,,,0,145,TI, ,0,0,0,Manaus,IX,1116,"Hixkaryana, Waiwvi","AM, PA","Faro, Nhamunda, Oriximino, Urucarb",ConcluNdo,Regularizada,Certidao 011,Registro SPU,9/21/1994,Principal,1,Reg SPU,380,30500,Nhamund,Nhamund,30501,0,137468.584,59,99913.52771
688,,,,,,,,,,,,,,0,556,TI, ,0,0,0,Campin,I,0,Xavante,MT,"Agua Boa, Campin(polis, Nova Xavantina",Anulise da delimitalao,Em estudo,Relattrio de Identifica ao e Delimitaaao da Terra Indggena Parabubure III,Relattrio do GT (Antrop logo Coordenador),5/19/2004,Principal,1,Rel GT,110,64300,Norotsura,Norotsura,64301,34,325191.4738,79,101786.1041
444,,,,,,,,,,,,,,0,168,TI, ,0,0,0,Tabatinga,XIII,180,Tikuna,AM,Amatur,Conclu,Regularizada,Certidao nd 08,Registro SPU,7/24/2007,Principal,1,Reg SPU,380,31000,Nova Esperan,Nova Esperan,31001,23,758405.1065,20,626111.0152
357,,,,,,,,,,,,,,0,43,DI, ,0,0,0,Marab,VII,0,Guarani Mbyi,PA,Rondon do Par ,Registrada como Dominial,Encaminhada RI,Escritura p blica Compra e Venda  Lv. 006  Fl. 53v/54,Registro de domcnio,2/14/1996,Principal,1,Reg CRID,131,31100,Nova Jacund ,Nova Jacund ,31101,51,126955.5647,49,62385.70725
653,,,,,,,,,,,,,,0,521,TI, ,0,0,0,Itaituba,IV,0,Arapiun,PA,Santarnm,Planejamento,Em estudo,Inclusao da terra na lista,Memorando DAF - Inclusao no BD,8/21/2001,Principal,1,XXX,10,55700,Nova Vista,Nova Vista,55701,3,121181.8589,28,121192.6844
536,,,,,,,,,,,,,,0,313,TI, ,0,0,0,Porto Velho,X,141,Diahui,AM,Humait,Conclu,Regularizada,Certidao 04,Registro SPU,8/14/2001,Principal,1,Reg SPU,380,31200,Nove de Janeiro,Nove de Janeiro,31201,41,149081.611,75,129432.9865
402,,,,,,,,,,,,,,0,121,TI, ,0,1,31302,Rio Branco,XV,425,Nukuini,AC,MCncio Lima,Conclu do,Regularizada,Certidao S/N,Registro SPU,5/12/1997,Principal,1,Reg SPU,380,31300,Nukini,Nukini,31301,23,964516.8598,20,794002.0807
724,,,,,,,,,,,,,,0,592,TI, ,2,0,0,Rio Branco,XV,425,Nukuini,AC,MCncio Lima,Planejamento,Em estudo,Inclusao da terra na lista,Memorando DAF - Inclusao no BD,11/27/2002,Revisao,2,XXX,10,31300,Nukini,Nukini,31302,23,980193.6072,20,809793.5916
497,,,,,,,,,,,,,,0,257,TI, ,0,0,0,Boa Vista,XI,105,Makuxi,RR,Boa Vista,Conclusdo,Regularizada,Certidao 015,Registro SPU,11/29/1995,Principal,1,Reg SPU,380,31500,Ouro,Ouro,31501,0,600876.4024,59,484439.0848
630,,,,,,,,,,,,,,0,459,TI, ,0,0,0,GuajarU-Mirim,XVI,861,Pakaanova,RO,Guajaro-Mirim,Concluodo,Regularizada,Certidao 004,Registro SPU,11/21/1995,Principal,1,Reg SPU,380,31600,Pacaas Novas,Pacaas Novas,31601,23,191190.0401,39,191190.4787
645,,,,,,,,,,,,,,0,513,TI, ,0,0,0, ,VII,0,Asurinp,PA,Portel,Estudos complementares,Em estudo,"Portaria nm 615, de 26 de junho de 2003",Portaria FUNAI - Cria GT,6/26/2003,Principal,1,Port GT,40,55400,Pacaj,Pacaj,55401,51,92377.56595,80,92389.2776
543,,,,,,,,,,,,,,0,320,TI, ,0,0,0,Manaus,X,22,Mura,AM,Autazes,Conclusdo,Regularizada,Certidao nd 27,Registro SPU,6/21/2004,Principal,1,Reg SPU,380,31900,Padre,Padre,31901,0,202497.1661,6,202487.9534
605,,,,,,,,,,,,,,0,419,TI, ,0,0,0,Col,VIII,337,Panare,"MT, PA","Altamira, Guaranta do Norte, Matupe",Conclurdo,Regularizada,Certidao nd 14,Registro SPU,9/9/2002,Principal,1,Reg SPU,380,32200,Panar,Panar,32201,4,551931.4149,74,196628.8292
662,,,,,,,,,,,,,,0,530,TI, ,0,0,0,Manaus,X,182,Mura,AM,Autazes,Estudos antropol(gicos,Em estudo,"Portaria nt 471, de 6 de abril de 2010",Portaria fundamenta ao da identifica1ao,4/6/2010,Principal,1,Port LP,38,32500,Pantaleao,Pantaleao,32501,0,186237.5626,6,186228.2365
385,,,,,,,,,,,,,,0,92,TI, ,0,1,32602,Altamira,VIII,32,Juruna,PA,Vituria do Xingu,Concluado,Regularizada,Certidao 010,Registro SPU,8/5/1994,Principal,1,Reg SPU,380,32600,Paqui,Paqui,32601,51,237950.9427,10,34897.45339
741,,,,,,,,,,,,,,0,615,TI, ,2,0,0,Altamira,VIII,32,Juruna,PA,Vituria do Xingu,Planejamento,Em estudo,Memorando,Memorando DAF - Inclusao no BD,7/17/2007,Revisao,2,XXX,10,32600,Paqui,Paqui,32602,51,244576.2993,10,32193.11421
562,,,,,,,,,,,,,,0,353,TI, ,0,0,0,Nova Xavantina,I,3357,Xavante,MT,"Agua Boa, CampinFpolis, Nova Xavantina",Concluodo,Regularizada,Certidao s/n,Registro SPU,8/26/1987,Principal,1,Reg SPU,380,32700,Parabubure,Parabubure,32701,34,255169.4865,79,70313.35655
541,,,,,,,,,,,,,,0,318,TI, ,0,0,0,Manaus,X,67,Mura,AM,Autazes,Conclusdo,Regularizada,Certidao 011,Registro SPU,6/6/1997,Principal,1,Reg SPU,380,32800,Paracuhuba,Paracuhuba,32801,0,184808.7162,6,184799.0955
386,,,,,,,,,,,,,,0,93,TI, ,0,0,0,Marab,VIII,422,Parakana,PA,"Itupiranga, Novo Repartimento",Concluado,Regularizada,Certidao 002,Registro SPU,3/7/1989,Principal,1,Reg SPU,380,32900,Parakana,Parakana,32901,51,73236.35238,80,73236.78585
445,,,,,,,,,,,,,,0,171,TI, ,0,0,0,Manaus,X,103,Mura,AM,Itacoatiara,Conclutdo,Regularizada,Certidao nd 44,Registro SPU,9/26/2005,Principal,1,Reg SPU,380,33000,Paran,Paran,33001,0,164553.0667,6,164542.315
576,,,,,,,,,,,,,,0,373,TI, ,0,0,0,Manaus,XII,105,Mak,AM,"Japurs, Santa Isabel do Rio Negro","Conclu,do",Regularizada,Certidao 001,Registro SPU,2/20/2002,Principal,1,Reg SPU,380,33100,Parana do Boa Boa,Parana do Boa Boa,33101,0,813055.2807,19,761983.0352
414,,,,,,,,,,,,,,0,134,TI, ,0,0,0,Manaus,XII,40,Kanamari,AM,Maraa,Conclurdo,Regularizada,Certidao 02,Registro SPU,4/25/2001,Principal,1,Reg SPU,380,33200,Parana do Parica,Parana do Parica,33201,0,702771.4366,59,696652.0556
612,,,,,,,,,,,,,,0,426,TI, ,0,0,0,Tangarr da Serra,XVII,711,Paresi,MT,Tangar,Conclu,Regularizada,Certidao s/n,Registro SPU,5/18/1987,Principal,1,Reg SPU,380,33400,Paresi,Paresi,33401,24,43511.08859,42,34217.95866
468,,,,,,,,,,,,,,0,199,TI, ,0,0,0,Gurupi,I,1801,Av0,TO,"Formoso do Araguaia, Lagoa da Confusao, Pium",Concluodo,Regularizada,Certidao S/N,Registro SPU,10/31/2001,Principal,1,Reg SPU,380,33500,Parque do Araguaia,Parque do Araguaia,33501,36,167376.6764,34,167118.0863
729,,,,,,,,,,,,,,0,598,TI, ,0,0,0,Ju,XVI,244,Cinta Larga,"MT, RO","Ju,na, Vilhena",Conclu do,Regularizada,RO-101,Registro SPU,7/29/1988,Principal,1,Reg SPU,380,33600,Parque do Aripuana,Parque do Aripuana,33601,40,33607.18144,64,33597.28123
353,,,,,,,,,,,,,,0,34,TI, ,0,0,0,Macapa,IX,1017,"Apalaa, Wayana","AP, PA","Alenquer, Almeirim, Laranjal do Jari, Obidos, Oriximin",Concluedo,Regularizada,Certidao S/N,Registro SPU,6/30/1980,Principal,1,Reg SPU,380,33700,Parque do Tumucumaque,Parque do Tumucumaque,33701,46,290734.3678,7,213420.33
584,,,,,,,,,,,,,,0,383,TI, ,0,0,0,Xingu,I,3110,"Mentuktire, Suyj",MT,"Canarana, Feliz Natal, Gaxcha do Norte, Marcelondia, Nova Ubirata, Paranatinga, Quertncia, Sao Filix do Araguaia, Sao Josa do Xingu",Conclundo,Regularizada,Certidao S/N,Registro SPU,5/18/1987,Principal,1,Reg SPU,380,33800,Parque do Xingu,Parque do Xingu,33801,34,282815.3523,47,150478.7393
429,,,,,,,,,,,,,,0,149,TI, ,0,0,0,Manaus,X,47,Mura,AM,Autazes,Conclusdo,Regularizada,Certidao nd 34,Registro SPU,10/29/2004,Principal,1,Reg SPU,380,33900,Patau,Patau,33901,0,167979.8704,6,167970.9399
696,,,,,,,,,,,,,,0,564,TI, ,0,0,0,Vilhena,XVII,0,Nambikwara,MT,"Nova Lacerda, Vila Bela da Santossima Trindade",Anvlise da delimitaBao,Em estudo,Relattrio Circunstanciado de Revisao da Terra Indmgena Sarar /P'au ka lih ra jau su,Relattrio do GT (Antropdlogo Coordenador),8/10/2009,Principal,1,Rel GT,110,34100,Paukalirajausu,Paukalirajausu,34101,17,82900.81305,33,82912.8128
343,,,,,,,,,,,,,,0,17,TI, ,0,0,0,Rio Branco,XIV,53,Paumari,AM,Tapaur,Conclu,Regularizada,Certidao 005,Registro SPU,4/6/1999,Principal,1,Reg SPU,380,34200,Paumari do Cuniua,Paumari do Cuniua,34201,45,306086.9463,19,275212.9087
460,,,,,,,,,,,,,,0,191,TI, ,0,0,0,Rio Branco,XIV,86,Paumari,AM,Tapaur,Conclu,Regularizada,Certidao nd 38,Registro SPU,11/18/2004,Principal,1,Reg SPU,380,34300,Paumari do Lago Manissua,Paumari do Lago Manissua,34302,45,330406.036,19,314940.2965
420,,,,,,,,,,,,,,0,140,TI, ,0,0,0,Rio Branco,XIV,561,"Apurina, Paumari",AM,LMbrea,Conclu,Regularizada,Certidao nd 05/AP,Registro SPU,8/29/2003,Principal,1,Reg SPU,380,34400,Paumari do Lago Maraha,Paumari do Lago Maraha,34402,45,168584.0707,19,91336.46319
458,,,,,,,,,,,,,,0,189,TI, ,0,0,0,Rio Branco,XIV,60,Paumari,AM,Tapaur,Conclu,Regularizada,Certidao 004,Registro SPU,4/5/1999,Principal,1,Reg SPU,380,34500,Paumari do Lago Parico,Paumari do Lago Parico,34501,45,320852.4885,19,301002.551
416,,,,,,,,,,,,,,0,136,TI, ,0,0,0,Rio Branco,XIV,52,Paumari,AM,LMbrea,Conclu,Regularizada,Certidao 006,Registro SPU,4/7/1999,Principal,1,Reg SPU,380,34600,Paumari do Rio Ituxi,Paumari do Rio Ituxi,34601,45,190777.7242,19,142882.8389
410,,,,,,,,,,,,,,0,130,TI, ,0,0,0,Rio Branco,XIV,309,Apurina,AM,Pauini,Conclu,Regularizada,Certidao 001,Registro SPU,1/4/2000,Principal,1,Reg SPU,380,34700,Peneri/Tacaquiri,Peneri/Tacaquiri,34701,23,266528.8473,20,94183.61452
334,,,,,,,,,,,,,,0,6,TI, ,0,0,0,Vilhena,XVII,45,Nambikwara,MT,Nova Lacerda,Concluado,Regularizada,Certidao 004,Registro SPU,3/13/1996,Principal,1,Reg SPU,380,34800,Pequizal,Pequizal,34801,17,127861.4452,44,124892.3066
588,,,,,,,,,,,,,,0,392,TI, ,0,0,0,Cuiabi,I,0,Naravute,MT,"Canarana, Ga",Planejamento demarcaNao,Declarada,"Portaria nt 1845, de 4 de junho de 2009",Portaria Declarat ria,6/4/2009,Principal,1,Port Decl,230,55200,Pequizal do Naruv tu,Pequizal do Naruv tu,55201,34,365041.2429,79,248841.9469
369,,,,,,,,,,,,,,0,63,TI, ,0,0,0,Cuiab,XVII,96,Bororo,MT,Barao de Melgaao,Concluddo,Regularizada,Certidao 016,Registro SPU,2/2/1994,Principal,1,Reg SPU,380,34900,Perigara,Perigara,34901,19,139087.1559,36,139092.8903
659,,,,,,,,,,,,,,0,527,TI, ,0,0,0,Itaituba,X,0,Munduruku,PA,"Itaituba, Trairao",Estudos complementares,Em estudo,"Portaria nm 909, de 6 de agosto de 2008",Portaria FUNAI - Cria GT,8/6/2008,Principal,1,Port GT,40,56700,Pimental,Pimental,56701,3,281463.9086,15,55428.97861
404,,,,,,,,,,,,,,0,124,TI, ,0,1,35302,Nova Xavantina,I,1667,Xavante,MT,"Canarana, Ribeirao Cascalheira",Conclundo,Regularizada,Certidao 035,Registro SPU,6/17/1994,Principal,1,Reg SPU,380,35300,Pimentel Barbosa,Pimentel Barbosa,35301,36,322809.5647,79,198904.1327
686,,,,,,,,,,,,,,0,554,TI, ,2,0,0,Nova Xavantina,I,1667,Xavante,MT,"Canarana, Cocalinho, Ribeirao Cascalheira","Annlise da delimita,ao",Em estudo,Relattrio Circunstanciado de Identificarao e Delimitabao da TI Pimentel Barbosa,Relattrio do GT (Antropdlogo Coordenador),4/8/2005,Revisao,2,Rel GT,110,35300,Pimentel Barbosa,Pimentel Barbosa,35302,36,345695.4302,79,286414.5437
341,,,,,,,,,,,,,,0,15,TI, ,0,0,0,Manaus,X,458,Mura,AM,Manicor,Conclurdo,Regularizada,Certidao nd 005,Registro SPU,7/17/2006,Principal,1,Reg SPU,380,35400,Pinatuba,Pinatuba,35401,0,421927.1107,75,374351.8337
590,,,,,,,,,,,,,,0,398,TI, ,0,0,0,Porto Velho,X,179,"Mura, Piraha",AM,HumaitP,ConcluPdo,Regularizada,Certidao 06,Registro SPU,9/11/2001,Principal,1,Reg SPU,380,35700,Piraha,Piraha,35701,41,158201.5849,75,115765.3105
449,,,,,,,,,,,,,,0,178,TI, ,0,1,36102,Vilhena,XVII,120,Nambikwara,MT,Comodoro,Conclurdo,Regularizada,Certidao S/N,Registro SPU,5/16/1985,Principal,1,Reg SPU,380,36100,Pirineus de Souza,Pirineus de Souza,36101,40,105899.277,22,98010.1133
679,,,,,,,,,,,,,,0,547,TI, ,2,0,0,Vilhena,XVII,120,Nambikwara,MT,Comodoro,Planejamento,Em estudo,Inclusao da terra na lista,Memorando DAF - Inclusao no BD,10/8/2004,Revisao,2,XXX,10,36100,Pirineus de Souza,Pirineus de Souza,36102,40,100345.9843,64,100331.5169
762,,,,,,,,,,,,,,0,676,TI, ,0,0,0,Ju,I,0,Isolados,MT,"Colniza, Rondol ndia",Planejamento,Em estudo,Memo CGID,Memorando DAF - Inclusao no BD,6/2/2008,Principal,1,XXX,10,66900,Piripkura ( Interdilao ),Piripkura ( Interdilao ),66901,4,143803.3129,75,112549.6785
498,,,,,,,,,,,,,,0,259,TI, ,0,0,0,Boa Vista,XI,182,Wapixana,RR,Alto Alegre,Concluldo,Regularizada,Certidao 009,Registro SPU,11/24/1995,Principal,1,Reg SPU,380,36300,Pium,Pium,36301,0,610821.093,59,496061.7549
664,,,,,,,,,,,,,,0,532,TI, ,0,0,0,Manaus,X,0,Mura,AM,"Autazes, Careiro da V rzea",Antlise da delimita ao,Em estudo,Relattrio de Identificazao e Delimita0ao da Terra Indagena Ponciano,Relattrio do GT (Antropzlogo Coordenador),12/8/2008,Principal,1,Rel GT,110,53200,Ponciano,Ponciano,53201,0,173285.3687,6,173276.9184
499,,,,,,,,,,,,,,0,260,TI, ,0,0,0,Boa Vista,XI,312,Makuxi,RR,Boa Vista,Conclusdo,Regularizada,Certidao 017,Registro SPU,11/30/1995,Principal,1,Reg SPU,380,36400,Ponta da Serra,Ponta da Serra,36401,0,622432.3374,59,506538.054
751,,,,,,,,,,,,,,0,640,TI, ,0,0,0,Col,I,0,Apiake e Isolados,MT,Apiaces,Estudos complementares,Em estudo,"Portaria nm 144, de 4 de fevereiro de 2010",Portaria FUNAI - Cria GT,2/4/2010,Principal,1,Port GT,40,68300,Pontal dos Apiak ,Pontal dos Apiak ,68301,4,296782.9356,32,188707.3227
601,,,,,,,,,,,,,,0,409,TI, ,0,0,0,TangarL da Serra,XVII,1406,Paresi,MT,"Campo Novo do Parecis, Diamantino, Nova MaringM",Contraditorio,Delimitada,Despacho n,Despacho e Resumo publicados,6/22/2006,Principal,1,Desp Res,140,36500,Ponte de Pedra,Ponte de Pedra,36501,26,143031.6946,52,36279.49038
