Name,OBJECTID,ID_UC,RESERVE_TYPE,CLASS,GOV_LEVEL,YEAR_CREATED,POLYGON_QUALITY,ID_TI,ADR6,POPULATION,OPDAM_ID,NEAR_DIST_OpDam_m,DAM_ID,NEAR_DIST_ALLDAMS_m,TOTAL_AREA_KM2,NEVER_FOR_KM2,DEF_AREA_KM2
Kaxinaw,494,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,251,Rio Branco,95,23,678859.8507,20,509085.7903,3399.260495,,63.80710023
Lagoa Dos Brincos,495,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,253,Vilhena,65,40,146969.8315,44,124727.1716,16.56338612,0.076993303,
Mae Maria,496,,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,256,Marab,340,51,145653.8735,49,10885.72428,628.065528,,23.84290206
Ouro,497,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,257,Boa Vista,105,0,600876.4024,59,484439.0848,154.9658656,154.8725593,
Pium,498,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,259,Boa Vista,182,0,610821.093,59,496061.7549,51.14765293,41.66500332,1.536241287
Ponta Da Serra,499,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,260,Boa Vista,312,0,622432.3374,59,506538.054,174.9396799,171.0761189,
Rio Branco,500,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,263,Porto Velho,320,40,177334.8554,64,177344.3731,2215.559126,11.65447878,35.36899362
Rio Guapor,501,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,264,Guajara-Mirim,386,23,271199.1588,39,271197.1404,1088.752778,152.0738554,21.43187926
Rio Mequens,502,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,265,Cacoal,89,40,111295.8198,64,111298.6633,1007.150429,71.5017449,37.1871801
Sagarana,503,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,266,Guajara-Mirim,234,23,276906.8171,39,276905.0209,170.7694443,89.26902094,11.50758098
Serra Da Moua,504,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,268,Boa Vista,440,0,581104.9865,59,464981.4149,127.0530927,118.9270109,1.215634384
Sete De Setembro,505,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,271,Cacoal,694,40,96416.68511,64,96430.7344,2343.312422,29.81436353,58.60957869
Trocara,506,,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,274,Marab,239,51,23439.16569,80,23444.44472,219.8762128,2.4218261,12.79122779
Tubarao Latunde,507,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,275,Vilhena,160,40,49688.37085,64,49677.85702,1090.988943,187.1701212,19.54967846
Umutina,508,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,276,Tangaro da Serra,268,26,97336.98423,65,76746.08908,254.3805721,55.18362132,11.6677528
Xerente,509,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,278,Gurupi,1095,28,16976.64638,62,1121.514419,1580.399192,1580.000402,
Xikrin Do Rio Catete,510,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,279,Marab,575,51,263025.6358,49,194316.1296,4297.625125,0.844515467,64.01401684
Zor0,511,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,280,Porto Velho,300,40,115450.7152,64,115462.0988,3469.839885,0.214564439,219.1926948
Turo/Mariquita Ii,512,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,282, ,0,51,222232.3964,80,222228.4341,6.223432685,,2.120979085
Alto Rio Purus,513,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,283,Rio Branco,1508,23,545301.5849,20,386453.819,2513.019921,,21.82402176
Bacurizinho,514,,Indigenous Reserve,Indigenous Reserve,Tribal,1984,,286,Sao Luis,1976,5,179806.0902,76,136187.6904,2146.747733,750.9135173,165.1376419
Batelao,515,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,287,Cuiabi,0,4,299459.8085,27,71018.77803,1106.27996,339.8922949,84.45120055
Karitiana,516,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,292,Porto Velho,130,45,46879.70341,68,46877.23015,958.3795675,18.751314,34.20285601
Vale Do Guapor,517,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,294,Vilhena,445,17,107419.4074,44,95847.44458,2233.506096,347.3088046,111.1518513
Wawi,518,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,295,Xingu,240,34,430396.8088,74,247339.6251,1506.537714,170.9207479,100.9247108
Tumia,519,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,296,Rio Branco,120,23,225479.465,20,79115.25291,1203.644446,,5.482854846
Guajaha,520,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,297,Rio Branco,135,23,288315.4117,20,133251.2799,48.90396791,,
Camadeni,521,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,298,Rio Branco,68,23,318579.0963,20,174745.5388,1474.134955,,3.309934936
Kulina Do Medio Jurua,522,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,299,Manaus,920,23,629518.2292,20,457304.808,7105.953095,8.250520777,46.85090713
Alto Rio Negro,523,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,300,Sao Gabriel da Cachoeira,13600,0,893584.6605,59,853596.729,85601.90536,332.0450886,961.7522531
Rio Apaporis,524,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,301,Sao Gabriel da Cachoeira,141,45,1013448.57,20,890516.332,1121.759621,,5.255544709
Juma,525,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,302,Rio Branco,8,45,150655.9003,68,150657.9228,375.4777736,,0.446088658
Sao Pedro Do Sepatini,526,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,303,Rio Branco,66,23,188300.8691,19,74270.86934,267.9454835,,0.989064339
Vui-Uata-In,527,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,304,Tabatinga,1900,23,735185.4098,20,607637.083,1236.152872,8.461697796,19.86943776
Macarrao,528,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,305,Manaus,390,45,729794.4044,19,641745.6125,445.3072537,,16.71547218
Andira-Marau,529,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,306,Parintins,5825,3,261047.6025,70,26107.39102,8021.116909,66.61468009,430.6214053
Apurina Km 124 Br-317,530,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,307,Rio Branco,160,23,254162.2319,20,106422.3697,405.342211,,15.7988208
Tenharim Marmelos,531,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,308,Porto Velho,298,41,142092.5076,75,11972.54897,4819.232625,1841.202283,34.50290758
Caititu,532,,Indigenous Reserve,Indigenous Reserve,Tribal,1988,,309,Rio Branco,220,45,88842.93108,19,84331.10047,3007.21936,196.2974927,18.01524549
Camicua,533,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,310,Rio Branco,265,23,299388.8554,20,129969.2998,563.0462871,,5.475130433
Gaviao,534,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,311,Manaus,77,0,160594.7215,6,160586.5694,85.48357414,,2.721986242
Miratu,535,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,312,Manaus,293,0,643570.631,19,610223.5504,142.4377378,0.135385483,19.40486193
Nove De Janeiro,536,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,313,Porto Velho,141,41,149081.611,75,129432.9865,2236.972534,170.1790301,10.56741418
Uati-Paran,537,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,314,Tabatinga,330,45,774305.1021,19,687737.1901,1332.989242,3.821991009,15.81123063
Waimiri-Atroari,538,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,315,Manaus,754,0,108495.0917,59,51941.20394,27263.92458,609.0417465,38.48685405
Jaquiri,539,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,316,Manaus,75,0,611894.1648,19,611719.3893,19.60900291,1.633808816,0.00727532
Itaitinga,540,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,317,Manaus,25,0,183791.9643,6,183782.7083,1.380495168,0.17291853,
Paracuhuba,541,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,318,Manaus,67,0,184808.7162,6,184799.0955,9.549062223,,2.955126362
Trincheira,542,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,319,Manaus,169,0,198223.8115,6,198214.7342,17.67275145,,2.269546139
Padre,543,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,320,Manaus,22,0,202497.1661,6,202487.9534,8.086276471,,1.133208446
Cajuhiri Atravessado,544,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,321,Manaus,49,0,481379.5537,6,481382.1049,126.7435972,,12.87554309
Poyanawa,545,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,322,Rio Branco,350,23,923743.2112,20,753495.6732,238.547895,,15.55120251
Terra Vermelha,546,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,323,Manaus,288,0,436197.2448,6,436196.6589,1897.156676,16.81622729,22.35020125
Tukuna Umariaau,547,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,324,Tabatinga,3300,23,792058.0347,20,639392.6924,48.95402459,,13.69787194
Fortaleza Do Pataun,548,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,325,Manaus,11,0,194491.9621,6,194491.4628,7.780744272,,1.172964358
Alto Tarauac,549,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,330,Rio Branco,600,23,760495.7114,20,603416.6223,1361.207066,,10.70413465
Deni,550,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,331,Manaus,666,23,327821.963,20,193402.3309,14996.63952,,64.96838914
Inawebohona,551,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,333,Gurupi,97,28,180154.3156,34,163323.0374,3574.938462,2374.376783,33.60786996
Kumaru Do Lago Ual,552,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,334,Manaus,280,45,653292.3833,19,600013.861,818.3506153,,7.615966102
Lauro Sodr,553,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,335,Tabatinga,202,23,774958.1065,20,620070.8578,95.37758432,,6.472334638
Rio Urubu,554,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,337,Manaus,374,0,129794.8795,6,129784.5991,281.789016,6.659009035,41.31030623
Rio Jumas,555,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,338,Manaus,44,0,211387.0912,6,211380.616,96.03483284,,1.936290828
Madio Rio Negro I,556,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,342,Sao Gabriel da Cachoeira,2826,0,686495.9349,59,653267.2975,18735.75178,125.7483663,90.44378849
Menko,557,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,344,TangarR da Serra,72,4,235668.5115,63,72948.64728,517.2902972,1.40246595,42.85201065
Hi Merima,558,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,348,Rio Branco,80,23,229473.6518,19,126271.1247,6630.319841,,5.42127616
Jacamim,559,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,349,Boa Vista,255,0,401558.5772,59,284617.6226,2117.072285,1025.31078,26.37417358
Waiwai,560,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,351,Boa Vista,350,0,333653.1102,59,216717.6676,4396.728094,4.059351009,44.86897737
Chao Preto,561,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,352,Nova Xavantina,56,34,264293.1967,79,66698.75723,117.067932,117.0677931,
Parabubure,562,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,353,Nova Xavantina,3357,34,255169.4865,79,70313.35655,2079.94077,2079.941464,
Ubawawe,563,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,354,Nova Xavantina,349,34,232036.9666,2,77739.81596,479.4267388,469.3437168,0.485748449
Canauanim,564,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,355,Boa Vista,287,0,525248.5412,59,409024.2147,127.1209488,25.61027311,40.37267656
Malacacheta,565,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,356,Boa Vista,250,0,493009.4042,59,376636.1313,316.0505855,58.3054198,33.64745081
Tabalascada,566,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,357,Boa Vista,302,0,514520.6073,59,398562.7713,144.1181473,78.26750305,27.27993269
Santa Inez,567,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,358,Boa Vista,152,0,693533.1649,59,578749.0809,342.3859749,93.09852169,6.035846614
Arara Do Igarao,568,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,363,Rio Branco,170,23,826388.8924,20,660671.9637,844.8416178,,4.97442989
Sapotal,569,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,365,Tabatinga,379,23,770152.9028,20,620585.2086,12.76123885,,0.733118955
Ivare I,570,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,366,Tabatinga,13023,23,770460.3507,20,620660.6796,5565.55258,9.837106854,164.7506018
Raposa Serra Do Sol,571,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,367,Boa Vista,9688,0,592365.8186,59,475502.7494,19782.14111,16136.17818,225.3065023
Awa,572,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,369,Sao Luis,198,51,340848.0956,73,247189.3427,1192.631559,,429.4085825
Caru,573,,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,370,Barra do Corda,136,5,320768.0053,73,227261.1395,1734.210942,6.309280362,168.655909
Kuruoya,574,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,371,Altamira,107,3,290538.2898,15,198070.2035,1652.870035,,2.695561427
Rio Omerl,575,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,372,Vilhena,11,40,89933.58867,64,89927.9989,244.2721224,,42.1063801
Parana Do Boa Boa,576,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,373,Manaus,105,0,813055.2807,19,761983.0352,2545.555574,,6.299053639
Uneiuxi,577,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,374,Manaus,160,0,738178.1948,59,720429.6747,9975.572104,0.395476651,6.730034132
Portal Do Encantado,578,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,375,Vilhena,209,17,113942.1993,33,113939.5161,394.1072193,246.8157144,39.17606615
Riozinho Do Alto Envira,579,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,377,Rio Branco,105,23,655531.8756,20,500179.5241,2465.975785,,2.061440284
Apyterewa,580,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,379,Altamira,219,51,251697.4463,10,233174.2295,7684.596118,23.08641538,734.6109131
Capoto/Jarina,581,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,380,Col,556,28,479664.2284,74,232646.7509,6036.257558,1065.186888,72.42141612
Cunha-Sapucaia,582,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,381,Manaus,564,0,262654.6858,6,262648.6757,4735.565024,114.9136836,12.97276131
Trincheira Bacaja,583,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,382,Altamira,308,51,158547.1769,10,75197.55991,16610.01312,0.11358592,78.10414396
Parque Do Xingu,584,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,383,Xingu,3110,34,282815.3523,47,150478.7393,24815.50554,4837.325869,367.8148546
Zo'e,585,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,384, ,178,3,259103.6952,11,69031.94414,7110.537821,89.97820198,14.23339653
Apinaya,586,,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,389,Aragua,964,5,23456.10557,30,23430.33147,1400.614941,1044.171171,152.6746889
Boqueirao,587,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,390,Boa Vista,283,0,597263.7116,59,483742.961,183.780101,108.6982864,7.645355336
Pequizal Do Naruv Tu,588,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,392,Cuiabi,0,34,365041.2429,79,248841.9469,260.5415283,31.20622909,49.49197543
Uru-Eu-Wau-Wau,589,,Indigenous Reserve,Indigenous Reserve,Tribal,1988,,396,Porto Velho,1200,23,155534.7954,39,155527.6081,17651.71157,4724.418952,199.9035605
Piraha,590,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,398,Porto Velho,179,41,158201.5849,75,115765.3105,3394.271123,325.9110124,18.39558938
Diahui,591,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,399,Porto Velho,17,41,141178.396,75,80425.53789,459.7334933,0.921562953,19.12125704
Rio Gregmrio,592,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,400,Rio Branco,430,23,753642.7678,20,586474.4385,1808.690162,,21.1463291
Mapari,593,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,401,Manaus,97,45,800654.0299,19,717904.0817,1628.68433,,1.559322708
Alto Rio Guamo,594,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,402, ,922,51,346172.4588,73,319316.9282,2914.03771,,968.5331127
Alto Turia,595,,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,403,Sao Luis,534,51,343535.0446,73,303387.778,5428.104445,,435.6846054
Cayabi,596,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,404,Col,297,4,220107.9221,71,1351.219639,11223.05674,1055.288925,348.440971
Munduruku,597,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,405,Itaituba,4106,4,274641.6939,32,64141.25172,23262.78521,3713.573405,151.107387
Cayabi,598,,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,406,Col0der,297,4,258375.3967,32,38075.97496,11223.05674,1055.288925,348.440971
Bao,599,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,407,Col,65,3,403375.7854,15,235388.4776,15012.64508,26.14637086,43.10955469
Porto Limoeiro,600,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,408,Tabatinga,0,23,827902.3414,20,695653.3272,51.10830715,,0.233599371
Ponte De Pedra,601,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,409,Tangara da Serra,1406,26,143031.6946,52,36279.49038,157.6019223,125.5642564,0.0151475
Rio Pindar,602,,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,415,Sao Luis,556,5,381066.2373,73,300591.9722,152.4502964,43.28826754,88.03470019
Irantxe,603,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,417,Tangarn da Serra,250,24,196574.7732,54,1393.76916,2777.563224,492.9863935,361.6402291
Irantxe,604,,Indigenous Reserve,Indigenous Reserve,Tribal,1990,,418,Tangare da Serra,250,24,196574.7732,54,51650.08076,2777.563224,492.9863935,361.6402291
Panar,605,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,419,Col,337,4,551931.4149,74,196628.8292,4780.045803,309.2413439,154.3668315
Terra Vermelha,606,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,420,Manaus,288,0,424198.0257,6,424197.2541,1897.156676,16.81622729,22.35020125
Apurina Do Igarapg Sao Joao,607,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,421,Manaus,58,41,341598.3676,66,341604.0775,181.3393946,,7.30450183
Menkragnoti,608,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,422,Col,626,28,402369.2367,74,249486.6868,47550.24041,1009.612712,340.2278964
Mamoadate,609,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,423,Rio Branco,455,23,569343.3509,20,433457.0481,2963.421958,,9.886539142
Cabeceira Do Rio Acre,610,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,424,Rio Branco,161,23,574863.2078,20,448381.1331,747.0417317,,6.700750099
Uirapuru,611,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,425,Tangari da Serra,0,17,77145.16695,33,77156.15476,200.3203984,200.322698,
Paresi,612,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,426,Tangarr da Serra,711,24,43511.08859,42,34217.95866,5204.408124,5072.424031,2.86641058
Utiariti,613,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,427,Tangar,245,24,82709.24752,44,60900.97881,3804.873163,2991.382075,11.50722061
Tirecatinga,614,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,428,Tangart da Serra,117,24,159661.3133,44,44844.09739,1215.282674,915.3918033,1.065696932
Juininha,615,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,429,Tangart da Serra,49,17,52851.28569,33,52860.55828,649.8315097,649.8314443,
Cachoeira Seca,616,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,430,Altamira,56,3,140873.9809,28,140863.145,7395.196651,,443.728354
Kawahiva Do Rio Pardo,617,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,432,Cacoal,0,4,106000.642,29,106011.2729,3939.706114,25.05196415,45.08112063
Sao Marcos - Mt,618,,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,433,C,1813,19,271726.4336,79,15526.5853,1603.291769,1602.627098,
Merure,619,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,434,C,524,19,233812.4495,79,17118.36875,760.5795967,759.9000995,
Anaro,620,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,435,Boa Vista,52,0,650987.3158,59,535267.4211,344.3374466,326.1815443,
Sao Marcos - Rr,621,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,436,Boa Vista,2262,0,558003.2541,59,441503.3727,7358.897079,5951.243499,100.0346064
Governador,622,,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,440,Imperatriz,655,5,139460.9816,73,82284.42111,521.86431,177.5101777,98.44197036
Krah0-Kanela,623,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,441,Gurupi,0,36,207627.3609,34,151039.871,72.78223043,47.79953103,6.011190872
Jacarepba/Katauixi,624,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,442,Porto Velho,0,45,26156.95369,68,26168.15222,4378.025745,264.0152885,141.259954
Porquinhos,625,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,443,Barra do Corda,559,5,178492.4256,76,76477.97826,3758.142914,3013.2623,40.92875093
Bacurizinho,626,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,448,Sao Luis,1976,5,169384.0654,76,125775.2554,2146.747733,750.9135173,165.1376419
Soror,627,,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,449,Marabi,190,5,140767.986,67,31858.52137,360.830282,,112.9374521
Yanomami,628,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,456,Boa Vista,6706,0,446044.2282,59,356223.1499,105031.632,280.1039608,570.1904943
Igarapa Capana,629,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,458,Rio Branco,40,23,351292.2882,20,184673.2047,1244.18862,,1.249462651
Pacaas Novas,630,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,459,GuajarU-Mirim,861,23,191190.0401,39,191190.4787,2652.137386,453.9552059,53.15032473
Arary,631,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,464,Manaus,221,0,304892.0186,6,304885.4203,408.3987854,68.21752738,4.747843224
Sao Francisco Do Canimari,632,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,465,Tabatinga,80,23,763410.1674,20,638167.8417,33.96509889,1.450486371,1.463527142
Maraitu,633,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,466,Tabatinga,0,23,770421.9867,20,646632.8802,541.9205827,47.72632465,1.522663249
Esporito Santo,634,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,467,Manaus,121,45,739713.7627,19,654865.9863,347.4283985,,1.384189336
Ariramba,635,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,468,Manaus,73,41,311338.863,75,299465.4781,102.3993339,0.386496075,1.303352789
Lago Capana,636,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,469,Manaus,28,41,324343.7777,75,312827.0952,62.54798821,,0.06927847
Sepoti,637,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,470,Porto Velho,65,41,231532.7553,75,157860.4192,2456.867479,33.28574528,16.81861151
Maranduba,638,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,472,Sao Fslix do Araguaia,31,28,174215.5277,46,174231.2377,3.610020162,1.806649981,0.094855709
Boa Vista - Am,639,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,475,Manaus,38,0,143806.204,6,143797.5341,3.441401943,2.834122103,
Kanela,640,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,508,Barra do Corda,1268,5,279446.0331,76,125522.0838,1343.711089,1252.033059,20.70739914
Vila Real,641,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,509,Barra do Corda,0,5,252573.4771,76,152583.2668,102.7472098,17.09888944,34.34397144
Governador,642,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,510,Imperatriz,655,5,154839.7076,73,101765.0467,521.86431,177.5101777,98.44197036
Maracaxi,643,,Indigenous Reserve,Indigenous Reserve,Tribal,,,511, ,0,51,244217.4975,80,244211.4217,107.3815704,,73.23983321
Amanayp,644,,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,512,Marab,66,51,100141.4305,80,100128.7441,105.1846154,,0.198042513
Pacaj,645,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,513, ,0,51,92377.56595,80,92389.2776,106.2992406,,4.038842245
Juruna Do Km 17,646,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,514,Altamira,34,3,246172.0614,10,25952.10037,106.4444993,,80.33647819
Borari De Alter Do Chao,647,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,515,Itaituba,0,3,74202.15664,28,74214.80012,107.1257327,,27.88234589
Cobra Grande,648,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,516,Itaituba,0,3,106847.5965,11,105043.5807,107.4192552,,66.01066166
Mirixipi,649,,Indigenous Reserve,Indigenous Reserve,Tribal,,,517,Itaituba,0,3,101714.7529,28,101727.2345,107.2573208,,32.73616624
Amina,650,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,518, ,0,3,100159.889,28,100171.4468,107.0911847,,25.84349477
Aningalzinho,651,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,519,Manaus,0,3,105158.9593,28,105169.5456,106.9590638,,2.669743573
Sao Joao,652,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,520,Itaituba,0,3,112945.4966,28,112956.9207,107.1146313,,34.78639848
Nova Vista,653,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,521,Itaituba,0,3,121181.8589,28,121192.6844,107.0431107,0.452276884,25.51262122
Rio Mara,654,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,522,Itaituba,0,3,158210.3101,28,158219.3607,106.7849012,,0.211385332
Baixo Tapajos,655,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,523,Itaituba,0,3,95132.54098,28,95140.15763,106.5859363,,21.23609349
Baixo Tapajos Ii,656,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,524,Itaituba,0,3,119076.5063,28,119079.2186,106.0071687,,14.33298577
Km 43,657,,Indigenous Reserve,Indigenous Reserve,Tribal,,,525,Itaituba,0,3,271248.5449,70,55464.66998,104.5684963,,57.88044012
Sao Luiz Do Tapajcs,658,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,526,Itaituba,0,3,268358.3991,70,62660.75582,104.4733062,,61.46131354
Pimental,659,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,527,Itaituba,0,3,281463.9086,15,55428.97861,104.2821545,,24.63398008
Jauary,660,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,528,Manaus,112,0,163728.0647,6,163718.316,105.9200259,25.55474023,14.08929575
Murutinga,661,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,529,Manaus,572,0,159799.2989,6,159790.2925,105.9161622,7.192964017,54.43602065
