OBJECTID,ID_UC,Name,Reserve Type,Class,gov_level,year_created,Polygon_quality,Organization_group_name,ID_TI,ADR6,Population,State,Municipality,OpDam_ID,NEAR_DIST_OpDam_m,Dam_ID,NEAR_DIST_alldams
341,,Pinatuba,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Mura,15,Manaus,458,AM,Manicor,0,421927.1107,75,374351.8337
590,,Piraha,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,"Mura, Piraha",398,Porto Velho,179,AM,HumaitP,41,158201.5849,75,115765.3105
449,,Pirineus de Souza,Indigenous Reserve,Indigenous Reserve,Tribal,1985,,Nambikwara,178,Vilhena,120,MT,Comodoro,40,105899.277,22,98010.1133
679,,Pirineus de Souza,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Nambikwara,547,Vilhena,120,MT,Comodoro,40,100345.9843,64,100331.5169
762,,Piripkura ( Interdilao ),Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Isolados,676,Ju,0,MT,"Colniza, Rondol ndia",4,143803.3129,75,112549.6785
498,,Pium,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Wapixana,259,Boa Vista,182,RR,Alto Alegre,0,610821.093,59,496061.7549
664,,Ponciano,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Mura,532,Manaus,0,AM,"Autazes, Careiro da V rzea",0,173285.3687,6,173276.9184
499,,Ponta da Serra,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Makuxi,260,Boa Vista,312,RR,Boa Vista,0,622432.3374,59,506538.054
751,,Pontal dos Apiak,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,Apiake e Isolados,640,Col,0,MT,Apiaces,4,296782.9356,32,188707.3227
601,,Ponte de Pedra,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Paresi,409,TangarL da Serra,1406,MT,"Campo Novo do Parecis, Diamantino, Nova MaringM",26,143031.6946,52,36279.49038
398,,Porquinhos,Indigenous Reserve,Indigenous Reserve,Tribal,1984,,Canela,116,Barra do Corda,559,MA,"Barra do Corda, Fernando Falcao",5,188781.3657,76,111904.7477
625,,Porquinhos,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Canela,443,Barra do Corda,559,MA,"Barra do Corda, Fernando Falcao, Formosa da Serra Negra, Mirador",5,178492.4256,76,76477.97826
578,,Portal do Encantado,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Xiquitano,375,Vilhena,209,MT,"Pontes e Lacerda, Porto Esperidiao, Vila Bela da Sant ssima Trindade",17,113942.1993,33,113939.5161
600,,Porto Limoeiro,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,Tikuna,408,Tabatinga,0,AM,Santo Ant,23,827902.3414,20,695653.3272
434,,Porto Praia,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Tikuna,154,Manaus,118,AM,Uarini,0,632797.784,19,629747.3766
702,,Porto RedenAao,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Tikuna,570,Tabatinga,0,AM,Sao Paulo de Olivenva,23,778199.9339,20,646863.9917
545,,Poyanawa,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Poyanawa,322,Rio Branco,350,AC,MCncio Lima,23,923743.2112,20,753495.6732
725,,Praia do Indio,Indigenous Reserve,Indigenous Reserve,Tribal, ,,Munduruku,593,Itaituba,69,PA,Itaituba,3,251413.2549,70,89429.11388
473,,Praia do Mangue,Indigenous Reserve,Indigenous Reserve,Tribal, ,,Munduruku,211,Itaituba,97,PA,Itaituba,3,245041.9182,70,96146.54092
785,,Prosperidade,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Kokama,718,Tabatinga,0,AM,Tonantins,45,777668.5055,19,683517.8135
678,,Purubor,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Purubore,546,Porto Velho,0,RO,"Sao Francisco do Guaporo, Seringueiras",40,271965.7705,64,271976.0585
350,,Raimundao,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,"Makuxi, Wapixana",27,Boa Vista,240,RR,Alto Alegre,0,564376.7727,59,451581.4855
571,,Raposa Serra do Sol,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,"Taurepang,Makuxi,Ingariko,Patamona,Wapixana",367,Boa Vista,9688,RR,"Normandia, Pacaraima, Uiramuta",0,592365.8186,59,475502.7494
348,,Recreio/Sao F3lix,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Mura,22,Manaus,132,AM,Autazes,0,182035.8635,6,182026.6198
524,,Rio Apaporis,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,"Desana, Mak , Tukano, Tuycka",301,Sao Gabriel da Cachoeira,141,AM,Japura,45,1013448.57,20,890516.332
683,,Rio Arraias/BR 080,Indigenous Reserve,Indigenous Reserve,Tribal, ,,Kayabi,551,Col,0,MT,Marcel,34,487075.7972,74,181978.2921
415,,Rio BiU,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Katukina,135,Manaus,400,AM,"Carauari, Jutac",23,540260.6048,20,396362.88
500,,Rio Branco,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,"Makur p, Tupari",263,Porto Velho,320,RO,"Alta Floresta d'Oeste, Sao Francisco do Guaporf, Sao Miguel do Guapor,",40,177334.8554,64,177344.3731
672,,Rio Cuieras,Indigenous Reserve,Indigenous Reserve,Tribal,2003,, ,540,Manaus,564,AM,Manaus e Novo Airao,0,156069.3083,6,156076.4856
387,,Rio Formoso,Indigenous Reserve,Indigenous Reserve,Tribal,1988,,Paresi,97,Tangarn da Serra,104,MT,Tangar,24,10086.06775,42,4351.085969
695,,Rio Formoso,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Paresi,563,Tangar,104,MT,Tangar,26,17415.83958,42,17222.46703
351,,Rio Greglrio,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,"Katukina, Yawanaw",30,Rio Branco,430,AC,Tarauaca,23,753643.2051,20,586474.0228
592,,Rio Gregmrio,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,"Katukina, Yawanawa",400,Rio Branco,430,AC,Tarauaca,23,753642.7678,20,586474.4385
501,,Rio Guapor,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,"Jabuti, Makur",264,Guajara-Mirim,386,RO,"Guajar,-Mirim",23,271199.1588,39,271197.1404
555,,Rio Jumas,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Mura,338,Manaus,44,AM,Careiro,0,211387.0912,6,211380.616
344,,Rio ManicorU,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Mura,18,Manaus,52,AM,Manicor ,41,345610.7566,75,300890.1417
654,,Rio Mara,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Arapiun,522,Itaituba,0,PA,Santarnm,3,158210.3101,28,158219.3607
502,,Rio Mequens,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Sakiriabar,265,Cacoal,89,RO,Alto Alegre do Parecis,40,111295.8198,64,111298.6633
388,,Rio Negro Ocaia,Indigenous Reserve,Indigenous Reserve,Tribal,1981,,Pakaanova,98,Guajarr-Mirim,386,RO,Guajaro-Mirim,23,179895.0161,39,179891.8296
786,,Rio Negro Ocaia,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Pakaanova,719,Guajarr-Mirim,386,RO,Guajaro-Mirim,23,170071.1799,39,170068.7806
575,,Rio Omerl,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Akunt's,372,Vilhena,11,RO,"Chupinguaia, Corumbiara",40,89933.58867,64,89927.9989
354,,Rio Paru D'Este,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,"Apalaa, Wayana",35,Macapa,134,PA,"Alenquer, Almeirim, Monte Alegre",46,188578.3604,7,139275.2377
602,,Rio Pindar,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,Guajajara,415,Sao LuLs,556,MA,Bom Jardim,5,381066.2373,73,300591.9722
448,,Rio T,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,Bar,177,Sao Gabriel da Cachoeira,259,AM,"Santa Isabel do Rio Negro, Sao Gabriel da Cachoeira",0,650871.3032,59,618767.487
554,,Rio Urubu,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,Mura,337,Manaus,374,AM,Itacoatiara,0,129794.8795,6,129784.5991
700,,Riozinho,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,"Kokama, Tikuna",568,Manaus,22,AM,"Jurum, Jutau",45,668177.6819,19,576650.1274
579,,Riozinho do Alto Envira,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Isolados,377,Rio Branco,105,AC,"Feija, Santa Rosa do Purus",23,655531.8756,20,500179.5241
447,,Rodeador,Indigenous Reserve,Indigenous Reserve,Tribal,1984,,Guajajara,173,Barra do Corda,83,MA,Barra do Corda,5,261718.7384,76,165275.849
481,,Roosevelt,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,Cinta Larga,222,Cacoal,344,"MT, RO","Aripuana, Espigao d'Oeste, Pimenta Bueno",40,53559.07954,64,53565.5186
503,,Sagarana,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Pakaanova,266,Guajarq-Mirim,234,RO,Guajaro-Mirim,23,276906.8171,39,276905.0209
489,,Sai-Cinza,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,Munduruku,238,Itaituba,873,PA,Jacareacanga,4,415462.7385,37,149673.7978
711,,Sakoa/Santa Vit ria,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Apurina,579,Rio Branco,0,AM,Pauini,23,291521.6297,20,129844.1765
332,,Sangradouro/Volta Grande,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,"Bororo, Xavante",3,C,858,MT,"General Carneiro, Novo Sao Joaquim, Poxor",19,184569.7522,2,38193.72024
691,,Sangradouro/Volta Grande,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,"Bororo, Xavante",559,C,858,MT,"General Carneiro, Novo Sao Joaquim, Poxor",19,178446.7072,2,59790.17227
794,,Santa Cruz da Nova Alianta,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Kokama,730,Tabatinga,0,AM,Tonantins,45,772433.4554,19,673790.773
567,,Santa Inez,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Makuxi,358,Boa Vista,152,RR,Amajari,0,693533.1649,59,578749.0809
333,,Santana,Indigenous Reserve,Indigenous Reserve,Tribal,1991,,Bakairi,4,Cuiab,183,MT,Nobres,34,74671.12155,47,59636.36907
740,,Sao Domingos - MT,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Karaj,614,Sao F,122,MT,Luciara,36,276003.1467,34,242143.5872
793,,Sao Domingos - MT,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,Karaj,729,Sao F,122,MT,Luciara,36,271634.831,34,241311.7234
775,,Sao Domingos do Jacapari e Estaoao,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Kokama,698,Tabatinga,428,AM,"Jutam, Tonantins",45,740989.6665,19,647450.8287
670,,Sao Francisco,Indigenous Reserve,Indigenous Reserve,Tribal,1993,,Tikuna,538,Manaus,0,AM,Manacapuru,0,187684.8675,6,187683.6847
632,,Sao Francisco do Canimari,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Tikuna,465,Tabatinga,80,AM,Amatur,23,763410.1674,20,638167.8417
701,,Sao Gabriel/Sao Salvador,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Kokama,569,Tabatinga,0,AM,Santo Ant,45,757682.8818,20,647220.7968
652,,Sao Joao,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Arapiun,520,Itaituba,0,PA,Santarnm,3,112945.4966,28,112956.9207
440,,Sao Leopoldo,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Tikuna,160,Tabatinga,400,AM,Benjamin Constant,23,750586.7439,20,596561.0642
658,,Sao Luiz do TapajCs,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Munduruku,526,Itaituba,0,PA,Itaituba,3,268358.3991,70,62660.75582
618,,Sao Marcos - MT,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,Xavante,433,C,1813,MT,Barra do GarRas,19,271726.4336,79,15526.5853
621,,Sao Marcos - RR,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,"Makuxi, Wapixana",436,Boa Vista,2262,RR,"Boa Vista, Pacaraima",0,558003.2541,59,441503.3727
431,,Sao Pedro,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Mura,151,Manaus,47,AM,Autazes,0,200841.6906,6,200832.6107
526,,Sao Pedro do Sepatini,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Apurina,303,Rio Branco,66,AM,LMbrea,23,188300.8691,19,74270.86934
790,,Sao Sebastiao,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,Cayxana,726,Tabatinga,224,AM,Tonantins,45,764055.5198,19,668052.747
699,,Sao Sebastiao Meneroazinho,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Kanamari,567,Manaus,43,AM,Jurum,45,685633.7934,19,622230.2424
569,,Sapotal,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Kokama,365,Tabatinga,379,AM,Tabatinga,23,770152.9028,20,620585.2086
780,,Sarar,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Manairisu,709,Vilhena,70,MT,"Conquista D'Oeste, Nova Lacerda, Vila Bela da Santassima Trindade",17,49656.31693,33,49668.40653
441,,Sarau,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,Amanay,164,Marab,0,PA,Ipixuna do Par,51,184193.0726,80,184184.2657
637,,Sepoti,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Tenharin,470,Porto Velho,65,AM,"Humaiti, Manicor",41,231532.7553,75,157860.4192
504,,Serra da MoUa,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Wapixana,268,Boa Vista,440,RR,"Alto Alegre, Boa Vista",0,581104.9865,59,464981.4149
389,,Serra Morena,Indigenous Reserve,Indigenous Reserve,Tribal,1990,,Cinta Larga,100,Cacoal,97,MT,Ju,4,64151.5143,29,64146.6887
409,,Seruini/Mariene,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Apurina,129,Rio Branco,160,AM,"LMbrea, Pauini",23,250826.5116,20,82635.70728
505,,Sete de Setembro,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Surua,271,Cacoal,694,"MT, RO","Cacoal, Espigao d'Oeste, Rondolcndia",40,96416.68511,64,96430.7344
784,,Setema,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Mura,714,Manaus,77,AM,"Borba, Novo Aripuana",0,325966.3493,6,325959.3308
752,,Sissa,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Mura,642,Manaus,0,AM,Autazes,0,163087.1999,6,163078.7373
627,,Soror,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,Aikewar,449,Marabi,190,PA,"Maraba, Sao Domingos do Araguaia, Sao Geraldo do Araguaia",5,140767.986,67,31858.52137
681,,Soror,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,"Aikewar, SuruG",549,Marab,0,PA,"Maraba, Sao Domingos do Araguaia, Sao Geraldo do Araguaia",5,162540.8504,67,53689.8962
390,,Sucuba,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,Makuxi,101,Boa Vista,177,RR,Alto Alegre,0,564050.4751,59,450140.3323
727,,Sururue,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,Kokama,596,Tabatinga,0,AM,"Benjamin Constant, Sao Paulo de Olivenoa",23,741141.7511,20,588927.4598
566,,Tabalascada,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Wapixana,357,Boa Vista,302,RR,Cantx,0,514520.6073,59,398562.7713
776,,Tabocal,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Mura,699,Manaus,15,AM,Careiro,0,223002.3463,6,222998.2877
391,,Tadarimana,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Bororo,102,Rondon,245,MT,Rondon,19,65536.45648,36,65534.57716
392,,Taihantesu,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Wasusu,103,Vilhena,0,MT,Nova Lacerda,17,122753.8997,44,92463.70278
758,,Tanaru ( InterdiIao ),Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Isolados,670,Vilhena,0,RO,"Chupinguaia, Corumbiara, Parecis, Pimenteiras do Oeste",40,94459.47393,64,94459.91643
336,,Tapirap,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,Karaj,9,Sao F,467,MT,"Luciara, Santa Terezinha",28,253809.8397,34,239324.5948
739,,Tapirap,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Karaj,613,Sao F,467,MT,Luciara e Santa Terezinha,28,271031.292,34,243677.8377
393,,Temb0,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Temb1,105, ,41,PA,Tomb-Atu,51,196363.6096,80,196357.3856
417,,Tenharim do Igarapx Preto,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Tenharin,137,Porto Velho,62,AM,Novo Aripuana,41,226610.6102,75,92091.1867
531,,Tenharim Marmelos,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Tenharin,308,Porto Velho,298,AM,"Humaiti, ManicorR",41,142092.5076,75,11972.54897
787,,Tenharim Marmelos (Gleba B),Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Tenharin,721,Porto Velho,393,AM,"Humaiti, Manicoro",41,175992.5153,75,120745.4904
796,,Terena Gleba Iriri,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,Terena,746,RondonApolis,0,MT,Matupa,28,576854.3212,74,233641.1405
692,,Tereza Cristina,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,Bororo,560,Rondondpolis,358,MT,Santo Antlnio do Leverger,19,74349.21649,36,74352.32881
726,,Tereza Cristina,Indigenous Reserve,Indigenous Reserve,Tribal,1967,,Bororo,594,Rondondpolis,358,MT,Santo Antlnio do Leverger,19,51683.70622,36,51686.05654
546,,Terra Vermelha,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Apurina,323,Manaus,288,AM,Beruri,0,436197.2448,6,436196.6589
606,,Terra Vermelha,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Apurina,420,Manaus,288,AM,"Anori, Beruri, Tapaui",0,424198.0257,6,424197.2541
728,,Tik0na de Feijoal,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,"Kokama, Tikuna",597,Tabatinga,2830,AM,"Benjamin Constant, Sao Paulo de Oliven",23,745225.3625,20,595609.0169
761,,Tikuna de Santo Antonio,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Tikuna,675,Tabatinga,1095,AM,Benjamin Constant,23,795517.6833,20,640324.1709
614,,Tirecatinga,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Halotesu,428,Tangart da Serra,117,MT,Sapezal,24,159661.3133,44,44844.09739
446,,Tor0,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,"Apurina, Tora",172,Porto Velho,103,AM,"Humaita, Manicoro",41,325052.1754,75,278336.4186
542,,Trincheira,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,Mura,319,Manaus,169,AM,Autazes,0,198223.8115,6,198214.7342
583,,Trincheira Bacaja,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,"Apiterewa, Araweto, Asurins, Xikrin",382,Altamira,308,PA,"Altamira, Anapu, Sao Fulix do Xingu, Senador Jos  Porfsrio",51,158547.1769,10,75197.55991
771,,TrocarI,Indigenous Reserve,Indigenous Reserve,Tribal,1990,,Asurin,691,Marabo,239,PA,Tucuru,51,27662.2098,80,27674.48924
506,,TrocarU,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,Asurin,274,Marab,239,PA,"Baiao, Tucurub",51,23439.16569,80,23444.44472
783,,Trombetas/Mapuera,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,"Hixkaryana, Isolados, Karafawyana, Katuena, Mawayana, Pianokota, Sikiana, Tunayana, Waimiri Atroari, Waiw_óši, Xereu",712,Parintins,2805,"AM, PA, RR","Caroebe, Faro, NhamundK, Oriximin,, Sao Joao da Baliza, Urucara",0,122422.9354,59,23324.61813
394,,Truaru,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,"Makuxi, Wapixana",106,Boa Vista,182,RR,"Alto Alegre, Boa Vista",0,589038.5622,59,473823.0447
507,,Tubarao Latunde,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,"Aikann, Laiana",275,Vilhena,160,RO,Chupinguaia,40,49688.37085,64,49677.85702
438,,Tukuna Porto Espiritual,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Tikuna,158,Tabatinga,160,AM,Benjamin Constant,23,771431.2111,20,617104.6957
547,,Tukuna Umariaau,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Tikuna,324,Tabatinga,3300,AM,Tabatinga,23,792058.0347,20,639392.6924
519,,Tumia,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Apurina,296,Rio Branco,120,AM,LMbrea,23,225479.465,20,79115.25291
757,,Tunayana,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,Tunayana,664,Parintins,0,PA,Oriximin,0,348866.8367,11,223012.4844
435,,Tupa-Supl,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Tikuna,155,Manaus,42,AM,"Alvaraes, Uarini",0,625374.3716,19,599860.5949
396,,Tur0/Mariquita,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Temb1,111, ,20,PA,Tomb-AUu,51,223214.5495,80,223210.4636
512,,Tur0/Mariquita II,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Temb ,282, ,0,PA,Tomb-Adu,51,222232.3964,80,222228.4341
747,,Ua6a,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Karipuna,636,Oiapoque,3665,AP,Oiapoque,2,282320.2249,13,179948.1586
774,,Ua6a,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Karipuna,697,Oiapoque,3665,AP,Oiapoque,2,245075.5698,13,140850.6144
537,,Uati-Paran,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Tikuna,314,Tabatinga,330,AM,"Fonte Boa, Japura, Tonantins",45,774305.1021,19,687737.1901
563,,Ubawawe,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Xavante,354,Nova Xavantina,349,MT,Novo Sao Joaquim,34,232036.9666,2,77739.81596
611,,Uirapuru,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,Paresi,425,Tangari da Serra,0,MT,"Campos de JSlio, Nova Lacerda",17,77145.16695,33,77156.15476
508,,Umutina,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Barbados,276,Tangaro da Serra,268,MT,Barra do Bugres,26,97336.98423,65,76746.08908
577,,Uneiuxi,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Mak,374,Manaus,160,AM,Santa Isabel do Rio Negro,0,738178.1948,59,720429.6747
797,,Uneiuxi,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Mak,748,Manaus,160,AM,"Japur , Santa Isabel do Rio Negro",0,738487.0573,59,720752.0614
453,,Urubu Branco,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Tapirapi,182,Sao F,88,MT,"Confresa, Luciara, Porto Alegre do Norte, Santa Terezinha",28,309936.1009,34,292351.7034
484,,Urucu/Juru,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Guajajara,225,Sao Lu,416,MA,Itaipava do Graja ,5,210698.5052,73,166187.0689
589,,Uru-Eu-Wau-Wau,Indigenous Reserve,Indigenous Reserve,Tribal,1988,,Uru-pa-in,396,Porto Velho,1200,RO,"Alvorada d'Oeste, Cacaulendia, Campo Novo de Rond nia, Costa Marques, Governador Jorge Teixeira, Guajar -Mirim, Jaru, Mirante da Serra, Monte Negro, Nova Mamor",23,155534.7954,39,155527.6081
769,,Utaria Wyhyna/Iradu Irrna,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,"Javap, Karajg",689,Gurupi,0,TO,Pium,28,179898.9427,46,179957.1615
613,,Utiariti,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Paresi,427,Tangar,245,MT,"Campo Novo do Parecis, Sapezal",24,82709.24752,44,60900.97881
517,,Vale do Guapor,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Nambikwara,294,Vilhena,445,MT,"Comodoro, Nova Lacerda",17,107419.4074,44,95847.44458
437,,Vale do Javari,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,"Kanamari, Kulina, Matos, Mayoruna",157,Atalaia do Norte,3027,AM,"Atalaia do Norte, Benjamin Constant, Juta , Sao Paulo de OlivenGa",23,638208.1563,20,472920.3916
713,,Valparaiso,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Apurina,581,Rio Branco,50,AM,Boca do Acre,23,292717.5332,20,121152.7466
641,,Vila Real,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Guajajara,509,Barra do Corda,0,MA,Barra do Corda,5,252573.4771,76,152583.2668
668,,Vista Alegre,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Mura,536,Manaus,23,AM,Manaquiri,0,217842.581,6,217838.7605
527,,Vui-Uata-In,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,Tikuna,304,Tabatinga,1900,AM,Amatur,23,735185.4098,20,607637.083
782,,Wahuri,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Javap,711,Gurupi,0,TO,Sandolandia,36,178687.7986,56,178738.2523
366,,Waiapi,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Waripi,57,Macapa,495,AP,"Laranjal do Jari, Pedra Branca do Amapari",2,127879.4857,7,228.8883263
538,,Waimiri-Atroari,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,"Atroari, Waimiri",315,Manaus,754,"AM, RR","Novo Airao, Presidente Figueiredo, Rorainipolis, Sao Joao da Baliza, UrucarI",0,108495.0917,59,51941.20394
560,,WaiW0i,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Mawayana,351,Boa Vista,350,RR,Caracara,0,333653.1102,59,216717.6676
518,,Wawi,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Suy,295,Xingu,240,MT,Quer,34,430396.8088,74,247339.6251
748,,Wawi,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Suy,637,Xingu,240,MT,Quer,34,462179.4644,74,281970.2809
395,,XambioU,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,"Guarani, Karajo",108,Aragua,226,TO,"Santa F, do Araguaia",5,193071.32,4,75714.95174
509,,Xerente,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Xerente,278,Gurupi,1095,TO,Tocantenia,28,16976.64638,62,1121.514419
510,,Xikrin do Rio Catete,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Xikrin,279,Marab,575,PA,"Agua Azul do Norte, MarabR, Parauapebas",51,263025.6358,49,194316.1296
778,,Xipaya,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Kuru,704,Altamira,47,PA,Altamira,3,258830.9851,15,175486.2466
628,,Yanomami,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Yanomami,456,Boa Vista,6706,"AM, RR","Alto Alegre, Barcelos, Boa Vista, Caracaral, Mucajaa, Santa Isabel do Rio Negro, Sao Gabriel da Cachoeira",0,446044.2282,59,356223.1499
585,,Zo'e,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,Zo',384, ,178,PA,Obidos,3,259103.6952,11,69031.94414
511,,Zor0,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Zor,280,Porto Velho,300,MT,Aripuana,40,115450.7152,64,115462.0988
676,,Zor0,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Zor,544,Porto Velho,300,MT,Aripuana,4,129506.7158,29,129521.6922
