OBJECTID,ID_UC,Name,Reserve Type,Class,gov_level,year_created,Polygon_quality,Organization_group_name,ID_TI,ADR6,Population,State,Municipality,OpDam_ID,NEAR_DIST_OpDam_m,Dam_ID,NEAR_DIST_alldams
716,,Jamamadi do Lourdes,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,"Apurina, Jamamadi",584,Manaus,0,AM,Boca do Acre,23,316832.5639,20,147869.7994
363,,Jaminaua/Envira,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Kulina,54,Rio Branco,92,AC,Feijn,23,680051.7117,20,522147.1682
722,,Jaminawa Arara do Rio Bagn,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,"Arara, Jaminawa",590,Rio Branco,165,AC,Marechal Thaumaturgo,23,830979.5063,20,666933.5116
472,,Jaminawa Arara do Rio Bagr,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,"Arara, Jaminawa",206,Rio Branco,165,AC,"Jordao, Marechal Thaumaturgo",23,808149.5403,20,644669.2175
703,,Jaminawa da Colocarao Sao Paulino,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Jaminawa,571,Rio Branco,46,AM,Boca do Acre,23,426973.6373,20,263012.5527
720,,Jaminawa do Guajare,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Jaminawa,588,Rio Branco,0,AC,Rodrigues Alves,23,534857.5314,20,396555.8702
355,,"Jaminawa do Igarap, Preto",Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Jaminawa,37,Rio Branco,160,AC,Rodrigues Alves,23,900040.1311,20,731850.4641
719,,Jaminawa do Rio Caetr,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Jaminawa,587,Rio Branco,103,AC,Sena Madureira,23,519457.9785,20,362524.2037
754,,Japuira,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Erikbakts,651,Ju,640,MT,Juara,4,122889.4979,25,0
539,,Jaquiri,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Kamb,316,Manaus,75,AM,Uarini,0,611894.1648,19,611719.3893
791,,Jarawara/Jamamadi/Kanamati,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,"Jamamadi, Jarawara, Kanamanti",727,Rio Branco,400,AM,"LMbrea, Tapaua",45,206896.0276,19,125820.123
456,,Jarudore,Indigenous Reserve,Indigenous Reserve,Tribal,1958,,Bororo,187,Rondonwpolis,0,MT,Poxoroo,19,108236.073,36,108233.6822
347,,Jatuarana,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Apurina,21,Manaus,45,AM,Manacapuru,0,202175.3777,6,202175.7026
660,,Jauary,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Mura,528,Manaus,112,AM,Autazes,0,163728.0647,6,163718.316
615,,Juininha,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Paresi,429,Tangart da Serra,49,MT,Conquista D'Oeste,17,52851.28569,33,52860.55828
525,,Juma,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Juma,302,Rio Branco,8,AM,Canutama,45,150655.9003,68,150657.9228
378,,Jumina,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,"Galibi, Karipuna",82,Oiapoque,129,AP,Oiapoque,2,331765.0594,13,227647.9555
646,,Juruna do Km 17,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Juruna,514,Altamira,34,PA,Vituria do Xingu,3,246172.0614,10,25952.10037
360,,Kampa do Igarapd Primavera,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Kampa,50,Rio Branco,19,AC,Tarauacn,23,761374.7752,20,596438.2406
401,,Kampa do Rio Amonea,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Kampa,120,Rio Branco,410,AC,Marechal Thaumaturgo,23,886363.7165,20,727921.4376
399,,Kampa e Isolados do Rio Envira,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Kampa,117,Rio Branco,230,AC,"Feija, Jordao",23,730367.9905,20,575000.1572
412,,Kanamari do Rio Juru,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Kanamari,132,Manaus,496,AM,"Eirunepi, Itamarati, Pauini",23,482274.5332,20,320649.763
379,,Kanela,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,Canela,85,Barra do Corda,1268,MA,"Barra do Corda, Fernando Falcao",5,246956.0036,76,108997.2224
640,,Kanela,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Canela,508,Barra do Corda,1268,MA,"Barra do Corda, Fernando Falcao",5,279446.0331,76,125522.0838
682,,Kapotnhinore,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Kayape,550,Col,0,"MT, PA","Santa Cruz do Xingu, Sao F",28,464703.4791,74,333554.6595
337,,Karaj,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Karaji,10,Goi0nia,72,GO,Aruana,48,385277.5101,79,218134.4604
338,,Karaj,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Karaji,11,Goi0nia,0,GO,Aruana,48,382178.1659,79,217807.8849
380,,Karaj,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,Karaja,86,Aragua,74,PA,Santa Maria das Barreiras,28,179115.2538,46,179132.6606
457,,Karaj,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Karaji,188,Goi,0,MT,Cocalinho,48,385250.9309,79,214056.4107
773,,Karaj,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Karaja,694,Aragua,74,PA,Santa Maria das Barrreiras,28,178365.2011,46,178384.193
471,,KararaU,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Kararar,204,Altamira,28,PA,Altamira,3,174548.709,10,119973.716
352,,Karipuna,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Karipuna,32,Porto Velho,30,RO,"Nova Mamoro, Porto Velho",23,47444.24251,39,47434.94614
516,,Karitiana,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Karipuna,292,Porto Velho,130,RO,Porto Velho,45,46879.70341,68,46877.23015
706,,Karitiana,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Karipuna,574,Porto Velho,130,RO,"Candeias do Jamari, Porto Velho",45,46498.60662,68,46493.78409
405,,Katukina/Kaxinaww,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,"Katukina, Kaxinawo",125,Rio Branco,460,AC,Feijk,23,629510.5245,20,459138.4507
617,,Kawahiva do Rio Pardo,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Isolados,432,Cacoal,0,MT,Colniza,4,106000.642,29,106011.2729
767,,Kaxarari,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Kaxarari,686,Rio Branco,191,"AM, RO","LMbrea, Porto Velho",23,150942.2556,16,35546.38808
339,,Kaxinaw,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Kaxinawn,12,Rio Branco,30,AC,Feijn,23,644501.8903,20,483847.4733
359,,Kaxinaw,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Kaxinawn,48,Rio Branco,30,AC,Jordao,23,793955.5959,20,634237.2797
397,,Kaxinaw,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Kaxinawn,114,Rio Branco,255,AC,Feijn,23,728431.1856,20,565567.3608
475,,Kaxinaw,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Kaxinawn,215,Rio Branco,1250,AC,Jordao,23,799279.8851,20,640556.4805
476,,Kaxinaw,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,"Kampa, Kaxinawo",216,Rio Branco,210,AC,"Jordao, Marechal Thaumaturgo",23,819752.7538,20,663402.457
477,,Kaxinaw,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Kaxinawn,217,Rio Branco,195,AC,Tarauacn,23,718731.8236,20,550687.786
494,,Kaxinaw,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Kaxinawn,251,Rio Branco,95,AC,Tarauacn,23,678859.8507,20,509085.7903
718,,Kaxinaw,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Kaxinawn,586,Rio Branco,0,AC,Feijn,23,643539.9008,20,475345.7168
400,,KaxinawD Seringal Independencia,Indigenous Reserve,Indigenous Reserve,Tribal, ,,Kaxinawn,119,Rio Branco,40,AC,Jordao,23,780234.8681,20,620932.6724
749,,Kaxuyana,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,Kaxuyana,638,Parintins,0,PA,Oriximin,0,281722.6419,11,241428.9226
365,,Kayap,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,Kayapn,56,Redennao,2515,PA,"Bannach, Cumaru do Norte, Ourilindia do Norte, Sao F4lix do Xingu",28,345107.8707,4,247043.0958
657,,Km 43,Indigenous Reserve,Indigenous Reserve,Tribal, ,,Munduruku,525,Itaituba,0,PA,Itaituba,3,271248.5449,70,55464.66998
381,,Koatinemo,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Asurinr,87,Altamira,89,PA,"Altamira, Senador Josg Porflrio",3,220950.2702,10,100136.5223
623,,Krah0-Kanela,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Krahp-Kanela,441,Gurupi,0,TO,Lagoa da Confusao,36,207627.3609,34,151039.871
454,,Kraolandia,Indigenous Reserve,Indigenous Reserve,Tribal,1992,,Krah,184,AraguaBna,1402,TO,"Goiatins, Itacaja",28,148041.2292,81,49740.16562
759,,Krenreh,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Krenak,671,Gurupi,0,MT,Luciara,36,354928.9649,34,322950.0966
442,,Krikati,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Krikat,166,Aragua,538,MA,"Amarante do Maranhao, Lajeado Novo, Montes Altos, Sltio Novo",5,66837.05874,73,44212.99768
522,,Kulina do Medio Jurua,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Kulina,299,Manaus,920,"AC, AM","Eirunepi, Envira, Ipixuna, Tarauac8",23,629518.2292,20,457304.808
356,,Kulina do Rio Envira,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,"Kaxinawn, Kulina",38,Rio Branco,210,AC,Feijn,23,705994.3345,20,548164.3174
707,,Kulina do Rio Uern - Matatibem,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Kulina,575,Manaus,120,AM,Carauari,23,511912.2497,20,397420.078
358,,Kulina Igarapo do Pau,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Kulina,45,Rio Branco,48,AC,Feijn,23,671950.1302,20,513451.9335
552,,Kumaru do Lago Ual,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,Kulina,334,Manaus,280,AM,Jurun,45,653292.3833,19,600013.861
574,,Kuru0ya,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Kuru,371,Altamira,107,PA,Altamira,3,290538.2898,15,198070.2035
361,,Kwaz0 do Rio Sao Pedro,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,"Aikann, Kwazr",51,Vilhena,18,RO,Parecis,40,79005.56577,64,79009.15104
424,,Lago Aiapua,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Mura,144,Manaus,420,AM,"Anori, Beruri",0,393500.3635,6,393500.0128
636,,Lago Capana,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Mura,469,Manaus,28,AM,Manicora,41,324343.7777,75,312827.0952
671,,Lago do Barrigudo,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Apurina,539,Manaus,25,AM,Beruri,0,311669.5714,6,311667.1004
465,,Lago do Beruri,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Tikuna,196,Manaus,120,AM,Beruri,0,284830.278,6,284829.1876
777,,Lago do Correio,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,"Kokama, Tikuna",702,Tabatinga,0,AM,Santo Antinio do Ipe,23,844338.4567,20,711118.0667
667,,Lago do Limao,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Mura,535,Manaus,49,AM,Borba,0,257580.6655,6,257573.8164
764,,Lago do Marinheiro,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Mura,679,Manaus,65,AM,Careiro,0,190092.0029,6,190086.3388
756,,Lago Grande,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Karaj,662,Sao F,0,MT,Santa Terezinha,28,215621.8689,46,215674.8697
443,,Lago Jauari,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Mura,167,Manaus,145,AM,Manicor,41,319207.7302,75,294629.0767
382,,Lagoa Comprida,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Guajajara,88,Barra do Corda,470,MA,"Itaipava do Graja , Jenipapo dos Vieiras",5,230853.9213,73,188238.4321
495,,Lagoa dos Brincos,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Negorote,253,Vilhena,65,MT,Comodoro,40,146969.8315,44,124727.1716
704,,Lameirao,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Mayoruna,572,Atalaia do Norte,113,AM,Atalaia do Norte,23,848801.3125,20,688487.3359
766,,Las Casas,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Kayap ,681,Reden ao,0,PA,"Floresta do Araguaia, Pau d'Arco, Reden0ao",28,258832.2005,4,186056.9061
553,,Lauro Sodr,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Tikuna,335,Tabatinga,202,AM,Benjamin Constant,23,774958.1065,20,620070.8578
556,,M8dio Rio Negro I,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,"Ban6wa, Bar , Desana, Mak,, TariIna, Tukano",342,Sao Gabriel da Cachoeira,2826,AM,"Japura, Santa Isabel do Rio Negro, Sao Gabriel da Cachoeira",0,686495.9349,59,653267.2975
408,,M8dio Rio Negro II,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,Ban,128,Sao Gabriel da Cachoeira,0,AM,"Santa Isabel do Rio Negro, Sao Gabriel da Cachoeira",0,686985.6842,59,650219.262
528,,Macarrao,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Tikuna,305,Manaus,390,AM,Jutan,45,729794.4044,19,641745.6125
496,,Mae Maria,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,Gaviao,256,Marab,340,PA,Bom Jesus do Tocantins,51,145653.8735,49,10885.72428
565,,Malacacheta,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Wapixana,356,Boa Vista,250,RR,Cantx,0,493009.4042,59,376636.1313
609,,Mamoadate,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,"Jaminawa, Machineri",423,Rio Branco,455,AC,"Assis Brasil, Sena Madureira",23,569343.3509,20,433457.0481
710,,Mamorip,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Apurina,578,Rio Branco,0,AM,Pauini,23,306612.2379,20,166788.1952
721,,Manchineri do Seringal Guanabara,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Machineri,589,Rio Branco,92,AC,"Assis Brasil, Sena Madureira",23,543739.9493,20,407902.2783
383,,Mangueira,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Makuxi,89,Boa Vista,240,RR,Alto Alegre,0,609156.1407,59,495825.7155
384,,Manoa/Pium,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,"Makuxi, Wapixana",90,Boa Vista,599,RR,Bonfim,0,532184.6415,59,415239.3314
593,,Mapari,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Cayxana,401,Manaus,97,AM,"Fonte Boa, Japurm, Tonantins",45,800654.0299,19,717904.0817
413,,Maraa Urubaxi,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,"Kanamari, Maki",133,Manaus,124,AM,"Maraa, Santa Isabel do Rio Negro",0,649190.682,59,637423.2026
643,,Maracaxi,Indigenous Reserve,Indigenous Reserve,Tribal, ,,Temb2,511, ,0,PA,"Aurora do ParG, Santa Maria do Pare, Tom)-Aiu",51,244217.4975,80,244211.4217
633,,MaraitU,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,Tikuna,466,Tabatinga,0,AM,Amatur,23,770421.9867,20,646632.8802
452,,Maraiwatsede,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Xavante,181,C,700,MT,"Alto Boa Vista, Bom Jesus do Araguaia, Sao Fclix do Araguaia",36,330774.4733,34,327457.2648
426,,Marajai,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Mayoruna,146,Manaus,267,AM,Alvaraes,0,610191.0385,19,600689.9013
638,,Maranduba,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Karajs,472,Sao Fslix do Araguaia,31,"PA, TO","Araguacema, Santa Maria das Barreiras",28,174215.5277,46,174231.2377
469,,Marechal Rondon,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Xavante,201,C,376,MT,Paranatinga,34,199728.8973,47,130024.8585
470,,Massaco,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Isolados,203,Porto Velho,0,RO,"Alta Floresta d'Oeste, Sao Francisco do Guapora",40,168116.7059,64,168124.256
779,,Matintin,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Tikuna,708,Tabatinga,146,AM,Santo Ant,23,812185.6524,20,688437.1931
439,,Mawetek,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Kanamari,159,Manaus,207,AM,"Eirunepi, Jutas",23,644142.237,20,473276.8316
557,,Menk0,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Menku,344,TangarR da Serra,72,MT,Brasnorte,4,235668.5115,63,72948.64728
694,,Menk0,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Menku,562,Tangaro da Serra,72,MT,Brasnorte,4,242248.698,63,68607.99704
608,,Menkragnoti,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,MenkrangnotI,422,Col,626,"MT, PA","Altamira, Matupa, Peixoto de Azevedo, Sao FIlix do Xingu",28,402369.2367,74,249486.6868
427,,Meria,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Miranha,147,Manaus,75,AM,Alvaraes,0,614459.4819,19,597016.9867
619,,Merure,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Bororo,434,C,524,MT,"Barra do Gar as, General Carneiro",19,233812.4495,79,17118.36875
432,,Miguel/Josefa,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Mura,152,Manaus,247,AM,Autazes,0,210209.0734,6,210199.7613
535,,Miratu,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Miranha,312,Manaus,293,AM,Uarini,0,643570.631,19,610223.5504
649,,Mirixipi,Indigenous Reserve,Indigenous Reserve,Tribal, ,,Arapiun,517,Itaituba,0,PA,Santarnm,3,101714.7529,28,101727.2345
714,,Monte/Primavera/Goiaba,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,"Apurina, Jamamadi",582,Rio Branco,178,AM,Boca do Acre,23,261554.5892,20,91579.20429
488,,Morro Branco,Indigenous Reserve,Indigenous Reserve,Tribal,1984,,Guajajara,232,Sao Lurs,136,MA,Grajaj,5,173159.5221,73,152013.7005
482,,Moskow,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,Wapixana,223,Boa Vista,272,RR,Bonfim,0,511027.2654,59,394098.8511
597,,Munduruku,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Munduruku,405,Itaituba,4106,PA,Jacareacanga,4,274641.6939,32,64141.25172
789,,Munduruku-Taquara,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Munduruku,724,Itaituba,0,PA,Belterra,3,85862.41437,28,85863.58295
666,,Muratuba,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Mura,534,Manaus,31,AM,Autazes,0,210293.5255,6,210285.6996
743,,Muratuba do Par,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Tupinamb,617,Itaituba,0,PA,Santarmm,3,67657.13038,28,67666.0899
483,,Muriru,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Wapixana,224,Boa Vista,20,RR,"Bonfim, Cant",0,497661.8486,59,380788.5193
661,,Murutinga,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Mura,529,Manaus,572,AM,Autazes,0,159799.2989,6,159790.2925
455,,Nambikwara,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Nambikwara,185,Vilhena,220,MT,Comodoro,40,122368.7891,22,23509.74082
430,,Natal/Felicidade,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Mura,150,Manaus,97,AM,Autazes,0,183853.3242,6,183844.0716
723,,Nau0,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,Nau ,591,Rio Branco,0,AC,MCncio Lima,23,982370.0128,20,812470.5584
425,,Nhamund,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,"Hixkaryana, Waiwvi",145,Manaus,1116,"AM, PA","Faro, Nhamunda, Oriximino, Urucarb",0,137468.584,59,99913.52771
688,,Norotsura,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Xavante,556,Campin,0,MT,"Agua Boa, Campin(polis, Nova Xavantina",34,325191.4738,79,101786.1041
444,,Nova Esperan,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Tikuna,168,Tabatinga,180,AM,Amatur,23,758405.1065,20,626111.0152
357,,Nova Jacund,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Guarani Mbyi,43,Marab,0,PA,Rondon do Par ,51,126955.5647,49,62385.70725
653,,Nova Vista,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Arapiun,521,Itaituba,0,PA,Santarnm,3,121181.8589,28,121192.6844
536,,Nove de Janeiro,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Diahui,313,Porto Velho,141,AM,Humait,41,149081.611,75,129432.9865
402,,Nukini,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Nukuini,121,Rio Branco,425,AC,MCncio Lima,23,964516.8598,20,794002.0807
724,,Nukini,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Nukuini,592,Rio Branco,425,AC,MCncio Lima,23,980193.6072,20,809793.5916
497,,Ouro,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Makuxi,257,Boa Vista,105,RR,Boa Vista,0,600876.4024,59,484439.0848
630,,Pacaas Novas,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Pakaanova,459,GuajarU-Mirim,861,RO,Guajaro-Mirim,23,191190.0401,39,191190.4787
645,,Pacaj,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Asurinp,513, ,0,PA,Portel,51,92377.56595,80,92389.2776
543,,Padre,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Mura,320,Manaus,22,AM,Autazes,0,202497.1661,6,202487.9534
605,,Panar,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Panare,419,Col,337,"MT, PA","Altamira, Guaranta do Norte, Matupe",4,551931.4149,74,196628.8292
662,,Pantaleao,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,Mura,530,Manaus,182,AM,Autazes,0,186237.5626,6,186228.2365
385,,Paqui,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Juruna,92,Altamira,32,PA,Vituria do Xingu,51,237950.9427,10,34897.45339
741,,Paqui,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Juruna,615,Altamira,32,PA,Vituria do Xingu,51,244576.2993,10,32193.11421
562,,Parabubure,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Xavante,353,Nova Xavantina,3357,MT,"Agua Boa, CampinFpolis, Nova Xavantina",34,255169.4865,79,70313.35655
541,,Paracuhuba,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Mura,318,Manaus,67,AM,Autazes,0,184808.7162,6,184799.0955
386,,Parakana,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,Parakana,93,Marab,422,PA,"Itupiranga, Novo Repartimento",51,73236.35238,80,73236.78585
445,,Paran,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,Mura,171,Manaus,103,AM,Itacoatiara,0,164553.0667,6,164542.315
576,,Parana do Boa Boa,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Mak,373,Manaus,105,AM,"Japurs, Santa Isabel do Rio Negro",0,813055.2807,19,761983.0352
414,,Parana do Parica,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Kanamari,134,Manaus,40,AM,Maraa,0,702771.4366,59,696652.0556
612,,Paresi,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Paresi,426,Tangarr da Serra,711,MT,Tangar,24,43511.08859,42,34217.95866
468,,Parque do Araguaia,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Av0,199,Gurupi,1801,TO,"Formoso do Araguaia, Lagoa da Confusao, Pium",36,167376.6764,34,167118.0863
729,,Parque do Aripuana,Indigenous Reserve,Indigenous Reserve,Tribal,1988,,Cinta Larga,598,Ju,244,"MT, RO","Ju,na, Vilhena",40,33607.18144,64,33597.28123
353,,Parque do Tumucumaque,Indigenous Reserve,Indigenous Reserve,Tribal,1980,,"Apalaa, Wayana",34,Macapa,1017,"AP, PA","Alenquer, Almeirim, Laranjal do Jari, Obidos, Oriximin",46,290734.3678,7,213420.33
584,,Parque do Xingu,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,"Mentuktire, Suyj",383,Xingu,3110,MT,"Canarana, Feliz Natal, Gaxcha do Norte, Marcelondia, Nova Ubirata, Paranatinga, Quertncia, Sao Filix do Araguaia, Sao Josa do Xingu",34,282815.3523,47,150478.7393
429,,Patau,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Mura,149,Manaus,47,AM,Autazes,0,167979.8704,6,167970.9399
696,,Paukalirajausu,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Nambikwara,564,Vilhena,0,MT,"Nova Lacerda, Vila Bela da Santossima Trindade",17,82900.81305,33,82912.8128
343,,Paumari do Cuniua,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Paumari,17,Rio Branco,53,AM,Tapaur,45,306086.9463,19,275212.9087
460,,Paumari do Lago Manissua,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Paumari,191,Rio Branco,86,AM,Tapaur,45,330406.036,19,314940.2965
420,,Paumari do Lago Maraha,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,"Apurina, Paumari",140,Rio Branco,561,AM,LMbrea,45,168584.0707,19,91336.46319
458,,Paumari do Lago Parico,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Paumari,189,Rio Branco,60,AM,Tapaur,45,320852.4885,19,301002.551
416,,Paumari do Rio Ituxi,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Paumari,136,Rio Branco,52,AM,LMbrea,45,190777.7242,19,142882.8389
410,,Peneri/Tacaquiri,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,Apurina,130,Rio Branco,309,AM,Pauini,23,266528.8473,20,94183.61452
334,,Pequizal,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Nambikwara,6,Vilhena,45,MT,Nova Lacerda,17,127861.4452,44,124892.3066
588,,Pequizal do Naruv tu,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Naravute,392,Cuiabi,0,MT,"Canarana, Ga",34,365041.2429,79,248841.9469
369,,Perigara,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Bororo,63,Cuiab,96,MT,Barao de Melgaao,19,139087.1559,36,139092.8903
659,,Pimental,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Munduruku,527,Itaituba,0,PA,"Itaituba, Trairao",3,281463.9086,15,55428.97861
404,,Pimentel Barbosa,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Xavante,124,Nova Xavantina,1667,MT,"Canarana, Ribeirao Cascalheira",36,322809.5647,79,198904.1327
686,,Pimentel Barbosa,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,Xavante,554,Nova Xavantina,1667,MT,"Canarana, Cocalinho, Ribeirao Cascalheira",36,345695.4302,79,286414.5437
